"aca.fav","tea.party","state","race","income","sex","age","education","month","year","polling.org"
NA,0,"MI","White","$75,000+","Male","30-44","college graduate","February","2013","Kaiser"
NA,1,"OH","White","$20,000-$40,000","Male","65+","less than a high school education","February","2013","Kaiser"
0,1,"CA","Hispanic","$40,000-$75,000","Male","18-29","college graduate","February","2013","Kaiser"
0,1,"WI","White","$40,000-$75,000","Male","45-64","some college","February","2013","Kaiser"
NA,NA,"AZ","White","$40,000-$75,000","Female","45-64","some college","February","2013","Kaiser"
NA,0,"CA","Hispanic",NA,"Female","18-29","high school graduate","February","2013","Kaiser"
0,1,"NV","White","less than $20,000","Female","65+","college graduate","February","2013","Kaiser"
1,NA,"WA","White","less than $20,000","Male","45-64","high school graduate","February","2013","Kaiser"
0,NA,"CA","White","$75,000+","Female","45-64","some college","February","2013","Kaiser"
0,0,"CA","Hispanic","$20,000-$40,000","Male","18-29","high school graduate","February","2013","Kaiser"
0,NA,"MO","Other","less than $20,000","Male","30-44","some college","February","2013","Kaiser"
0,1,"LA","White","$75,000+","Female","45-64","some college","February","2013","Kaiser"
0,NA,"CA","Hispanic","$20,000-$40,000","Female","45-64","high school graduate","February","2013","Kaiser"
1,0,"WA","White","$20,000-$40,000","Female","45-64","postgraduate","February","2013","Kaiser"
1,0,"CA","Hispanic","less than $20,000","Female","18-29","high school graduate","February","2013","Kaiser"
1,0,"AK","White","less than $20,000","Male","65+","some college","February","2013","Kaiser"
0,1,"WA","White","$75,000+","Male","45-64","some college","February","2013","Kaiser"
1,0,"WA","White","$75,000+","Male","45-64","postgraduate","February","2013","Kaiser"
NA,0,"OR","White","less than $20,000","Female","30-44","less than a high school education","February","2013","Kaiser"
0,0,"OR","Hispanic",NA,"Female","65+","high school graduate","February","2013","Kaiser"
1,0,"CA","White","$20,000-$40,000","Female","65+","postgraduate","February","2013","Kaiser"
1,0,"CA","Black",NA,"Male","45-64","some college","February","2013","Kaiser"
1,0,"CA","White","$40,000-$75,000","Female","45-64","postgraduate","February","2013","Kaiser"
1,0,"HI","White","$20,000-$40,000","Male","65+","college graduate","February","2013","Kaiser"
NA,0,"HI","Other","less than $20,000","Female","18-29","high school graduate","February","2013","Kaiser"
0,0,"OR","White","$40,000-$75,000","Male","18-29","some college","February","2013","Kaiser"
NA,0,"CA","Hispanic","less than $20,000","Female","45-64","less than a high school education","February","2013","Kaiser"
0,0,"WA","Other","$75,000+","Male","30-44","postgraduate","February","2013","Kaiser"
NA,NA,"CA",NA,NA,"Male",NA,"college graduate","February","2013","Kaiser"
1,0,"CA","Hispanic","less than $20,000","Male","18-29","high school graduate","February","2013","Kaiser"
1,0,"TX","White","$20,000-$40,000","Male","45-64","college graduate","February","2013","Kaiser"
1,1,"OH","Black","$20,000-$40,000","Male","18-29","high school graduate","February","2013","Kaiser"
0,1,"TN","White","$40,000-$75,000","Male","45-64","high school graduate","February","2013","Kaiser"
0,1,"AZ","White","$40,000-$75,000","Female","65+","college graduate","February","2013","Kaiser"
1,0,"NY","Black","$40,000-$75,000","Female","18-29","college graduate","February","2013","Kaiser"
NA,0,"NJ",NA,"$20,000-$40,000","Male","45-64","some college","February","2013","Kaiser"
NA,0,"NY","Black",NA,"Male","18-29","some college","February","2013","Kaiser"
0,0,"MI","Hispanic","$20,000-$40,000","Female","30-44","high school graduate","February","2013","Kaiser"
0,1,"MI","White","$40,000-$75,000","Male","30-44","high school graduate","February","2013","Kaiser"
0,0,"NC","White","$20,000-$40,000","Male","18-29","high school graduate","February","2013","Kaiser"
1,0,"IN","White","$40,000-$75,000","Male","65+","some college","February","2013","Kaiser"
NA,NA,"MI","Hispanic","less than $20,000","Female","18-29","some college","February","2013","Kaiser"
0,0,"KY","White","$20,000-$40,000","Female","45-64","high school graduate","February","2013","Kaiser"
NA,0,"IN","White","less than $20,000","Female","45-64","high school graduate","February","2013","Kaiser"
NA,0,"PA","White","$20,000-$40,000","Male","65+","some college","February","2013","Kaiser"
1,NA,"GA","Black","$20,000-$40,000","Female","18-29","some college","February","2013","Kaiser"
0,0,"NY","White","less than $20,000","Female","18-29","some college","February","2013","Kaiser"
1,0,"NY","Other","$20,000-$40,000","Male","30-44","college graduate","February","2013","Kaiser"
1,0,"FL","Black","$40,000-$75,000","Female","30-44","college graduate","February","2013","Kaiser"
1,NA,"KY","White","$20,000-$40,000","Female","45-64","high school graduate","February","2013","Kaiser"
0,0,"KY","White",NA,"Female","65+","high school graduate","February","2013","Kaiser"
NA,0,"PA","White","$40,000-$75,000","Female","18-29","college graduate","February","2013","Kaiser"
1,0,"ME","Hispanic","$20,000-$40,000","Male","45-64","high school graduate","February","2013","Kaiser"
NA,NA,"GA","White","$40,000-$75,000","Male","18-29","high school graduate","February","2013","Kaiser"
NA,0,"LA","White","$40,000-$75,000","Male","45-64","high school graduate","February","2013","Kaiser"
1,0,"IN","White","$75,000+","Female","45-64","postgraduate","February","2013","Kaiser"
0,0,"MO","White","$20,000-$40,000","Male","45-64","high school graduate","February","2013","Kaiser"
0,0,"FL","White","less than $20,000","Male","65+","high school graduate","February","2013","Kaiser"
0,0,"TX","White","less than $20,000","Female","45-64","high school graduate","February","2013","Kaiser"
1,0,"MS","Black","less than $20,000","Male","45-64","some college","February","2013","Kaiser"
NA,0,"MO","White","$75,000+","Male","18-29","college graduate","February","2013","Kaiser"
1,0,"GA","Hispanic","less than $20,000","Female","18-29","some college","February","2013","Kaiser"
0,0,"MD","White",NA,"Male","45-64","college graduate","February","2013","Kaiser"
0,0,"WI","White","$40,000-$75,000","Male","45-64","some college","February","2013","Kaiser"
1,0,"AL","Black","$75,000+","Female","45-64","college graduate","February","2013","Kaiser"
NA,0,"CT","Black","less than $20,000","Male","18-29","some college","February","2013","Kaiser"
0,0,"TX","Hispanic","$40,000-$75,000","Male","45-64","some college","February","2013","Kaiser"
NA,0,"TN","Black","less than $20,000","Male","30-44","high school graduate","February","2013","Kaiser"
1,0,"AZ","Hispanic","less than $20,000","Male","18-29","less than a high school education","February","2013","Kaiser"
1,0,"AZ","White",NA,"Female","45-64","postgraduate","February","2013","Kaiser"
1,0,"MD","White","$75,000+","Male","45-64","high school graduate","February","2013","Kaiser"
0,1,"FL","Hispanic","$75,000+","Female","45-64","some college","February","2013","Kaiser"
0,NA,"IL","White","$75,000+","Male","45-64","postgraduate","February","2013","Kaiser"
0,1,"AL","White","$75,000+","Male","30-44","some college","February","2013","Kaiser"
0,1,"KS","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
1,NA,"PA","Black","$75,000+","Female","45-64","college graduate","February","2013","Kaiser"
0,0,"LA","White","$20,000-$40,000","Female","30-44","less than a high school education","February","2013","Kaiser"
1,0,"AZ","White","$40,000-$75,000","Female","45-64","postgraduate","February","2013","Kaiser"
NA,0,"TX","White","$40,000-$75,000","Male","30-44","postgraduate","February","2013","Kaiser"
1,0,"CO","White","$20,000-$40,000","Male","18-29","high school graduate","February","2013","Kaiser"
NA,0,"NC","White","$20,000-$40,000","Female","65+","some college","February","2013","Kaiser"
0,1,"ID","Hispanic","$40,000-$75,000","Male","18-29","high school graduate","February","2013","Kaiser"
1,NA,"KS","White","$20,000-$40,000","Male","65+","high school graduate","February","2013","Kaiser"
NA,0,"AL","White","less than $20,000","Female","45-64","high school graduate","February","2013","Kaiser"
0,0,"IL","White","$75,000+","Male","45-64","postgraduate","February","2013","Kaiser"
1,1,"FL","Hispanic","less than $20,000","Female","30-44","high school graduate","February","2013","Kaiser"
1,0,"KS","Hispanic","$20,000-$40,000","Female","45-64","less than a high school education","February","2013","Kaiser"
0,0,"IN","White","$75,000+","Female","45-64","some college","February","2013","Kaiser"
0,NA,"CA","Other","less than $20,000","Female","45-64","high school graduate","February","2013","Kaiser"
NA,0,"ID","Hispanic",NA,"Male","18-29","less than a high school education","February","2013","Kaiser"
NA,0,"IA","White","$40,000-$75,000","Male","45-64","high school graduate","February","2013","Kaiser"
0,1,"WA","White","$20,000-$40,000","Male","65+","postgraduate","February","2013","Kaiser"
1,0,"NJ","Hispanic","$20,000-$40,000","Female","30-44","some college","February","2013","Kaiser"
0,0,"TX","White","$75,000+","Male","30-44","high school graduate","February","2013","Kaiser"
0,1,"IN","White",NA,"Female","65+","postgraduate","February","2013","Kaiser"
0,0,"MS","White",NA,"Female","45-64","some college","February","2013","Kaiser"
0,1,"MI","White","$75,000+","Male","65+","high school graduate","February","2013","Kaiser"
0,1,"FL","White","$40,000-$75,000","Male","65+","some college","February","2013","Kaiser"
1,NA,"LA","Hispanic","less than $20,000","Female","30-44","high school graduate","February","2013","Kaiser"
0,0,"TX","White","$75,000+","Male","18-29","college graduate","February","2013","Kaiser"
0,1,"CA","White","$75,000+","Male","45-64","some college","February","2013","Kaiser"
1,0,"TX","White","$75,000+","Female","30-44","college graduate","February","2013","Kaiser"
0,1,"IA","White","$75,000+","Female","45-64","college graduate","February","2013","Kaiser"
NA,NA,"WA","White","less than $20,000","Female","30-44","some college","February","2013","Kaiser"
1,0,"MO","Black","$20,000-$40,000","Male","45-64","some college","February","2013","Kaiser"
0,1,"TX","White","$20,000-$40,000","Female","65+","high school graduate","February","2013","Kaiser"
1,0,"CA","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
0,0,"TX","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
0,0,"TX","White","$40,000-$75,000","Male","45-64","high school graduate","February","2013","Kaiser"
0,0,"CA","Hispanic","$40,000-$75,000","Male","30-44","less than a high school education","February","2013","Kaiser"
1,0,"AR","Hispanic","less than $20,000","Female","30-44",NA,"February","2013","Kaiser"
1,0,"CA","White","$20,000-$40,000","Male","30-44","some college","February","2013","Kaiser"
1,0,"TX","Hispanic","$20,000-$40,000","Male","45-64","some college","February","2013","Kaiser"
1,0,"CA","Hispanic","$20,000-$40,000","Male","30-44","less than a high school education","February","2013","Kaiser"
1,0,"CA","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
0,0,"CA","White","$40,000-$75,000","Male","30-44","some college","February","2013","Kaiser"
0,1,"CA","White","$75,000+","Female","30-44","college graduate","February","2013","Kaiser"
1,0,"KS","White","less than $20,000","Male","18-29","high school graduate","February","2013","Kaiser"
0,1,"NV","White","$40,000-$75,000","Male","30-44","some college","February","2013","Kaiser"
0,1,"AR","White","$75,000+","Female","45-64","some college","February","2013","Kaiser"
1,0,"CA","White",NA,"Male","45-64","some college","February","2013","Kaiser"
0,0,"CA","Other","$20,000-$40,000","Female","30-44","some college","February","2013","Kaiser"
0,0,"CA","Hispanic","$40,000-$75,000","Male","30-44","some college","February","2013","Kaiser"
0,0,"CA","White",NA,"Male","65+","college graduate","February","2013","Kaiser"
0,0,"OR","White","$20,000-$40,000","Female","45-64","high school graduate","February","2013","Kaiser"
1,1,"CA","White","$40,000-$75,000","Female","45-64","college graduate","February","2013","Kaiser"
NA,NA,"CA","Hispanic","$20,000-$40,000","Female","18-29","some college","February","2013","Kaiser"
0,0,"CA","White","$40,000-$75,000","Male","65+","some college","February","2013","Kaiser"
NA,NA,"CA","Other","$20,000-$40,000","Male","18-29","high school graduate","February","2013","Kaiser"
1,0,"CA","White","$75,000+","Female","30-44","some college","February","2013","Kaiser"
0,1,"VA","White","$40,000-$75,000","Male","30-44","college graduate","February","2013","Kaiser"
1,0,"MI","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
0,0,"WI","White","$40,000-$75,000","Male","18-29","college graduate","February","2013","Kaiser"
0,1,"PA","White","$75,000+","Male","30-44","some college","February","2013","Kaiser"
1,0,"PA","Black","$20,000-$40,000","Female","30-44","high school graduate","February","2013","Kaiser"
0,1,"ME","White","$75,000+","Male","45-64","some college","February","2013","Kaiser"
1,NA,"MA","White","$20,000-$40,000","Female","30-44","some college","February","2013","Kaiser"
0,NA,"NC","Other",NA,"Male","65+","some college","February","2013","Kaiser"
1,0,"VA","White","$75,000+","Female","30-44","some college","February","2013","Kaiser"
0,0,"OH","White","$40,000-$75,000","Female","45-64","some college","February","2013","Kaiser"
0,1,"TX","Hispanic","$20,000-$40,000","Male","45-64","postgraduate","February","2013","Kaiser"
0,1,"MS","White","$20,000-$40,000","Female","65+","some college","February","2013","Kaiser"
0,NA,"VA","Hispanic","$40,000-$75,000","Male","30-44","some college","February","2013","Kaiser"
NA,NA,"MD","Black","less than $20,000","Female","45-64","high school graduate","February","2013","Kaiser"
NA,0,"FL","Black","less than $20,000","Female","45-64","some college","February","2013","Kaiser"
NA,NA,"MO","White","less than $20,000","Female","65+","college graduate","February","2013","Kaiser"
0,1,"MO","White","$40,000-$75,000","Female","65+","high school graduate","February","2013","Kaiser"
NA,0,"LA","Hispanic","less than $20,000","Female","18-29","less than a high school education","February","2013","Kaiser"
0,0,"FL","White","$20,000-$40,000","Male","45-64","some college","February","2013","Kaiser"
0,0,"TX","Hispanic","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
NA,0,"MO","White","$40,000-$75,000","Male","65+","high school graduate","February","2013","Kaiser"
0,NA,"MO","White","$20,000-$40,000","Female","18-29","less than a high school education","February","2013","Kaiser"
1,0,"NM","Hispanic","$20,000-$40,000","Male","30-44","high school graduate","February","2013","Kaiser"
1,0,"SD","Other","$75,000+","Male","18-29","some college","February","2013","Kaiser"
0,0,"CO","White","$75,000+","Female","30-44","some college","February","2013","Kaiser"
1,0,"CO","White","$75,000+","Female","30-44","postgraduate","February","2013","Kaiser"
1,0,"TX","Hispanic","$75,000+","Male","65+","college graduate","February","2013","Kaiser"
NA,NA,"WY","White","less than $20,000","Male","45-64","high school graduate","February","2013","Kaiser"
1,0,"AZ","White",NA,"Female","45-64","postgraduate","February","2013","Kaiser"
0,0,"LA","White","$75,000+","Female","45-64","some college","February","2013","Kaiser"
0,0,"TN","White","$75,000+","Male","45-64","some college","February","2013","Kaiser"
0,1,"AZ","White","$20,000-$40,000","Male","18-29","some college","February","2013","Kaiser"
1,0,"KY","White","$75,000+","Female","45-64","some college","February","2013","Kaiser"
1,0,"WI","White","$40,000-$75,000","Female","45-64","college graduate","February","2013","Kaiser"
0,1,"TX","White","$40,000-$75,000","Male","45-64","college graduate","February","2013","Kaiser"
0,NA,"CA","White","$20,000-$40,000","Female","18-29","some college","February","2013","Kaiser"
1,0,"AL","Black","less than $20,000","Female","30-44","some college","February","2013","Kaiser"
1,0,"AZ","Hispanic",NA,"Male","30-44","high school graduate","February","2013","Kaiser"
NA,NA,"WA","White","$20,000-$40,000","Male","45-64","high school graduate","February","2013","Kaiser"
1,NA,"CO","Hispanic","$20,000-$40,000","Male","30-44","high school graduate","February","2013","Kaiser"
0,1,"IL","White","$20,000-$40,000","Male","30-44","college graduate","February","2013","Kaiser"
1,1,"AZ","White","$20,000-$40,000","Female","18-29","some college","February","2013","Kaiser"
NA,0,"CO","White","less than $20,000","Male","18-29","some college","February","2013","Kaiser"
0,0,"AZ","White","$20,000-$40,000","Female","30-44","college graduate","February","2013","Kaiser"
0,0,"TX","Hispanic","$75,000+","Male","30-44","college graduate","February","2013","Kaiser"
1,0,"PA","Other","$75,000+","Male","45-64","some college","February","2013","Kaiser"
0,0,"MO","White","$75,000+","Female","45-64","some college","February","2013","Kaiser"
0,0,"NC","White",NA,"Female","65+","some college","February","2013","Kaiser"
0,1,"IL","White",NA,"Male","65+","high school graduate","February","2013","Kaiser"
0,0,"WY","White","$75,000+","Male","45-64","some college","February","2013","Kaiser"
1,0,"AZ","Hispanic","$20,000-$40,000","Male","45-64","some college","February","2013","Kaiser"
1,0,"OR","White","$20,000-$40,000","Female","45-64","some college","February","2013","Kaiser"
1,0,"CA","Hispanic",NA,"Male","45-64","high school graduate","February","2013","Kaiser"
1,0,"CA","Hispanic","less than $20,000","Male","45-64","some college","February","2013","Kaiser"
1,0,"CO","White","$40,000-$75,000","Female","30-44","high school graduate","February","2013","Kaiser"
0,1,"TX","White","$20,000-$40,000","Male","65+","college graduate","February","2013","Kaiser"
0,0,"NM","White","$75,000+","Female","65+","postgraduate","February","2013","Kaiser"
NA,NA,"VA","White","less than $20,000","Male","30-44","less than a high school education","February","2013","Kaiser"
0,1,"IL","White","$20,000-$40,000","Male","65+","some college","February","2013","Kaiser"
NA,0,"MI","White","$40,000-$75,000","Male","45-64","high school graduate","February","2013","Kaiser"
1,0,"CA","Hispanic","$20,000-$40,000","Male","45-64","high school graduate","February","2013","Kaiser"
0,0,"IL","White","$75,000+","Male","30-44","some college","February","2013","Kaiser"
1,0,"NC","Black","$20,000-$40,000","Male","45-64","high school graduate","February","2013","Kaiser"
1,0,"CA","Hispanic","$40,000-$75,000","Male","45-64","college graduate","February","2013","Kaiser"
NA,1,"CA","Hispanic","$40,000-$75,000","Female","18-29","some college","February","2013","Kaiser"
1,0,"FL","White","$20,000-$40,000","Male","65+","high school graduate","February","2013","Kaiser"
0,0,"GA","White","$75,000+","Female","30-44","some college","February","2013","Kaiser"
1,0,"MD","White","$40,000-$75,000","Male","18-29","college graduate","February","2013","Kaiser"
1,0,"RI","White","$75,000+","Male","65+","postgraduate","February","2013","Kaiser"
0,NA,"TX","Hispanic","$40,000-$75,000","Female","45-64","some college","February","2013","Kaiser"
1,1,"AR","Black","less than $20,000","Male","45-64","less than a high school education","February","2013","Kaiser"
1,0,"TX","White","$75,000+","Male","30-44","some college","February","2013","Kaiser"
0,0,"CA","White",NA,"Female","65+","some college","February","2013","Kaiser"
NA,NA,"IA","White","$20,000-$40,000","Male","18-29","some college","February","2013","Kaiser"
0,NA,"CA","Hispanic","less than $20,000","Female","18-29","some college","February","2013","Kaiser"
1,0,"NY","White","$75,000+","Male","45-64","postgraduate","February","2013","Kaiser"
1,1,"NJ","Hispanic","$20,000-$40,000","Female","18-29","college graduate","February","2013","Kaiser"
0,1,"WI","White","$20,000-$40,000","Male","18-29","some college","February","2013","Kaiser"
NA,0,"FL","Hispanic","less than $20,000","Male","18-29","some college","February","2013","Kaiser"
NA,0,"CA","Black","$75,000+","Male","65+","some college","February","2013","Kaiser"
1,0,"IL","White","$75,000+","Female","45-64","high school graduate","February","2013","Kaiser"
1,0,"MI","White","$20,000-$40,000","Female","65+","college graduate","February","2013","Kaiser"
1,0,"PA","White","$20,000-$40,000","Male","65+","some college","February","2013","Kaiser"
NA,0,"KY","White","$20,000-$40,000","Male","45-64","high school graduate","February","2013","Kaiser"
1,0,"OH","White","$20,000-$40,000","Female","45-64","less than a high school education","February","2013","Kaiser"
0,1,"FL","White","$20,000-$40,000","Male","45-64","high school graduate","February","2013","Kaiser"
1,NA,"NC","White","$40,000-$75,000","Male","45-64","high school graduate","February","2013","Kaiser"
NA,0,"NY","Hispanic","$20,000-$40,000","Male","30-44","high school graduate","February","2013","Kaiser"
1,0,"TX","Black","$40,000-$75,000","Female","45-64","postgraduate","February","2013","Kaiser"
0,NA,"NY","White","$40,000-$75,000","Female","45-64","college graduate","February","2013","Kaiser"
0,0,"CO","White","$75,000+","Male","30-44","postgraduate","February","2013","Kaiser"
1,0,"OR","White","$75,000+","Female","30-44","college graduate","February","2013","Kaiser"
0,0,"PA","Black","less than $20,000","Female","30-44","high school graduate","February","2013","Kaiser"
0,0,"OH","White","$40,000-$75,000","Female","18-29","some college","February","2013","Kaiser"
0,0,"MI","White","less than $20,000","Male","18-29","high school graduate","February","2013","Kaiser"
1,0,"AL","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
1,0,"CT","White","$20,000-$40,000","Male","45-64","high school graduate","February","2013","Kaiser"
1,0,"FL","Hispanic","$20,000-$40,000","Female","30-44","some college","February","2013","Kaiser"
0,NA,"SC","White","$40,000-$75,000","Female","45-64","high school graduate","February","2013","Kaiser"
NA,NA,"TX","Hispanic","less than $20,000","Female","18-29","high school graduate","February","2013","Kaiser"
0,1,"KS","White","$20,000-$40,000","Female","18-29","some college","February","2013","Kaiser"
1,0,"AZ","White","$75,000+","Female","45-64","postgraduate","February","2013","Kaiser"
1,0,"IA","White","$75,000+","Male","18-29","high school graduate","February","2013","Kaiser"
NA,0,"OR","White","$40,000-$75,000","Male","18-29","some college","February","2013","Kaiser"
1,0,"CA","Other","$40,000-$75,000","Male","65+","less than a high school education","February","2013","Kaiser"
0,0,"GA","Black","less than $20,000","Female","18-29","college graduate","February","2013","Kaiser"
1,0,"IN","White","$20,000-$40,000","Female","45-64","some college","February","2013","Kaiser"
1,0,"IL","Hispanic","less than $20,000","Female","45-64","less than a high school education","February","2013","Kaiser"
NA,NA,"FL","Hispanic",NA,"Male","18-29","some college","February","2013","Kaiser"
1,0,"WI","Hispanic","$75,000+","Male","30-44","college graduate","February","2013","Kaiser"
0,1,"LA","White","$20,000-$40,000","Male","18-29","some college","February","2013","Kaiser"
1,0,"OR","White","$40,000-$75,000","Male","30-44","some college","February","2013","Kaiser"
1,0,"CA","White","$20,000-$40,000","Female","65+","some college","February","2013","Kaiser"
NA,0,"HI","White","$40,000-$75,000","Male","45-64","college graduate","February","2013","Kaiser"
NA,0,"OR","Hispanic","$20,000-$40,000","Female","30-44","high school graduate","February","2013","Kaiser"
1,0,"HI","Hispanic","$20,000-$40,000","Female","18-29","high school graduate","February","2013","Kaiser"
0,1,"CO","White","$40,000-$75,000","Male","30-44","high school graduate","February","2013","Kaiser"
1,NA,"LA","Black",NA,"Female","45-64","high school graduate","February","2013","Kaiser"
NA,NA,"CA","Hispanic","less than $20,000","Female","18-29","high school graduate","February","2013","Kaiser"
NA,0,"UT","White","$40,000-$75,000","Female","18-29","some college","February","2013","Kaiser"
0,0,"LA","White","$20,000-$40,000","Male","45-64","some college","February","2013","Kaiser"
0,0,"FL","White","$75,000+","Male","65+","postgraduate","February","2013","Kaiser"
0,1,"CO","Hispanic","less than $20,000","Male","45-64","high school graduate","February","2013","Kaiser"
NA,NA,"OR","White","$20,000-$40,000","Male","45-64","high school graduate","February","2013","Kaiser"
1,0,"NV","White","less than $20,000","Female","18-29","high school graduate","February","2013","Kaiser"
NA,0,"WA","White","$75,000+","Male","30-44","college graduate","February","2013","Kaiser"
0,0,"TX","White","$40,000-$75,000","Female","18-29","college graduate","February","2013","Kaiser"
1,1,"TX","Hispanic","$40,000-$75,000","Male","30-44","high school graduate","February","2013","Kaiser"
0,0,"CA","Hispanic",NA,"Female","65+","some college","February","2013","Kaiser"
0,1,"IL","Other","$40,000-$75,000","Male","45-64","high school graduate","February","2013","Kaiser"
1,0,"GA","Black","$75,000+","Female","30-44","postgraduate","February","2013","Kaiser"
1,0,"MI","Black","$75,000+","Male","30-44","some college","February","2013","Kaiser"
0,1,"CO","White","$75,000+","Male","45-64","some college","February","2013","Kaiser"
1,0,"MO","White","$20,000-$40,000","Female","45-64","high school graduate","February","2013","Kaiser"
1,0,"NY","White","$20,000-$40,000","Male","45-64","some college","February","2013","Kaiser"
0,NA,"OK","White","less than $20,000","Female","18-29","high school graduate","February","2013","Kaiser"
1,0,"MN","White","$75,000+","Female","65+","high school graduate","February","2013","Kaiser"
NA,0,"CA","White","$75,000+","Female","30-44","postgraduate","February","2013","Kaiser"
1,0,"CA","White","$20,000-$40,000","Male","45-64","some college","February","2013","Kaiser"
0,0,"NC","White","$75,000+","Female","45-64","college graduate","February","2013","Kaiser"
0,1,"IN","White","$40,000-$75,000","Male","45-64","some college","February","2013","Kaiser"
1,NA,"WI","Black","$40,000-$75,000","Male","18-29","some college","February","2013","Kaiser"
0,0,"NE","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
0,1,"IA","White","$40,000-$75,000","Male","30-44","some college","February","2013","Kaiser"
0,NA,"TN","White","$75,000+","Female","65+","postgraduate","February","2013","Kaiser"
0,1,"OH","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
0,1,"TX","White","$75,000+","Male","30-44","college graduate","February","2013","Kaiser"
NA,0,"FL","Hispanic",NA,"Female","30-44","some college","February","2013","Kaiser"
1,1,"CA","White","$40,000-$75,000","Female","18-29","some college","February","2013","Kaiser"
0,1,"FL","White","$75,000+","Male","18-29","postgraduate","February","2013","Kaiser"
0,0,"MO","White","$40,000-$75,000","Male","30-44","college graduate","February","2013","Kaiser"
NA,0,"OR","White","$40,000-$75,000","Female","45-64","some college","February","2013","Kaiser"
0,0,"FL","White","$20,000-$40,000","Male","45-64","high school graduate","February","2013","Kaiser"
1,1,"MI","White","$20,000-$40,000","Male","45-64","some college","February","2013","Kaiser"
NA,0,"IA","White","$75,000+","Female","30-44","some college","February","2013","Kaiser"
1,1,"IL","Other","$20,000-$40,000","Male","18-29","postgraduate","February","2013","Kaiser"
NA,0,"MO","White","$20,000-$40,000","Male","65+","high school graduate","February","2013","Kaiser"
0,0,"KS","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
NA,1,"TX","White","$20,000-$40,000","Male","18-29","some college","February","2013","Kaiser"
0,1,"MN","White","$75,000+","Female","45-64","some college","February","2013","Kaiser"
1,0,"KS","White","$75,000+","Female","45-64","college graduate","February","2013","Kaiser"
0,1,"OK","White","less than $20,000","Male","45-64","some college","February","2013","Kaiser"
1,0,"MN","Other","$20,000-$40,000","Male","18-29","high school graduate","February","2013","Kaiser"
0,0,"LA","White",NA,"Female","45-64","college graduate","February","2013","Kaiser"
NA,0,"IN","White","$20,000-$40,000","Female","30-44","some college","February","2013","Kaiser"
NA,0,"UT","White","$75,000+","Male","18-29","some college","February","2013","Kaiser"
1,0,"NM","Hispanic","less than $20,000","Male","45-64","some college","February","2013","Kaiser"
0,0,"NM","Hispanic","$75,000+","Male","18-29","some college","February","2013","Kaiser"
0,0,"TN","White","$75,000+","Female","45-64","postgraduate","February","2013","Kaiser"
1,0,"MO","Black","$20,000-$40,000","Female","45-64","college graduate","February","2013","Kaiser"
0,NA,"AZ","White","less than $20,000","Female","45-64","some college","February","2013","Kaiser"
0,1,"CA","White","$75,000+","Male","18-29","college graduate","February","2013","Kaiser"
0,NA,"WA","White","$75,000+","Male","45-64","high school graduate","February","2013","Kaiser"
NA,0,"MA","Black","less than $20,000","Female","18-29","high school graduate","February","2013","Kaiser"
0,0,"GA","White","$75,000+","Male","30-44","high school graduate","February","2013","Kaiser"
NA,NA,"FL","White",NA,"Male","18-29","high school graduate","February","2013","Kaiser"
0,0,"NH","White","less than $20,000","Female","45-64","some college","February","2013","Kaiser"
1,0,"GA","White","$75,000+","Female","30-44","college graduate","February","2013","Kaiser"
0,0,"IN","White","$75,000+","Male","30-44","college graduate","February","2013","Kaiser"
0,1,"GA",NA,NA,"Male","45-64","college graduate","February","2013","Kaiser"
0,0,"MT","White","$40,000-$75,000","Male","30-44","less than a high school education","February","2013","Kaiser"
1,0,"PA","White","$40,000-$75,000","Female","45-64","some college","February","2013","Kaiser"
NA,0,"PA","Hispanic","$75,000+","Female","45-64","postgraduate","February","2013","Kaiser"
1,0,"TN","White","$75,000+","Male","45-64","postgraduate","February","2013","Kaiser"
NA,0,"AL","Black",NA,"Female","18-29","some college","February","2013","Kaiser"
1,0,"TN","Black","$20,000-$40,000","Male","45-64","less than a high school education","February","2013","Kaiser"
1,1,"CT","Black","$40,000-$75,000","Male","30-44","high school graduate","February","2013","Kaiser"
0,1,"KY","White","$20,000-$40,000","Female","65+","high school graduate","February","2013","Kaiser"
1,0,"VA","White","$40,000-$75,000","Male","18-29","high school graduate","February","2013","Kaiser"
NA,0,"MA","White",NA,"Male","45-64","college graduate","February","2013","Kaiser"
NA,0,"FL","Hispanic","$75,000+","Male","65+","postgraduate","February","2013","Kaiser"
1,0,"RI","Other","less than $20,000","Male","18-29","some college","February","2013","Kaiser"
1,0,"MD","White",NA,"Female","30-44","postgraduate","February","2013","Kaiser"
0,1,"GA","White","$40,000-$75,000","Female","45-64","some college","February","2013","Kaiser"
0,0,"OH","Black","less than $20,000","Male","45-64","high school graduate","February","2013","Kaiser"
NA,NA,"MI","White","$20,000-$40,000","Female","30-44","some college","February","2013","Kaiser"
