"aca.fav","tea.party","state","race","income","sex","age","education","month","year","polling.org"
1,0,"WI","White",NA,"Female","45-64","college graduate","September","2013","Kaiser"
NA,0,"MO","White","less than $20,000","Female","45-64","high school graduate","September","2013","Kaiser"
1,0,"KS","White",NA,"Female","65+","some college","September","2013","Kaiser"
1,0,"PA","White",NA,"Female","45-64","college graduate","September","2013","Kaiser"
1,0,"IL","White","$20,000-$40,000","Male","30-44","some college","September","2013","Kaiser"
0,NA,"FL",NA,NA,"Male","65+","less than a high school education","September","2013","Kaiser"
0,NA,"PA","White",NA,"Male","65+","high school graduate","September","2013","Kaiser"
1,0,"KS","White","$75,000+","Male","18-29","high school graduate","September","2013","Kaiser"
0,1,"IN","White","$40,000-$75,000","Female","45-64","postgraduate","September","2013","Kaiser"
1,0,"PA","White","$20,000-$40,000","Female","65+","postgraduate","September","2013","Kaiser"
0,1,"TX","White","$40,000-$75,000","Female","65+","some college","September","2013","Kaiser"
1,0,"NJ","White","$20,000-$40,000","Female","18-29","high school graduate","September","2013","Kaiser"
0,NA,"CO","White","$40,000-$75,000","Female","30-44","some college","September","2013","Kaiser"
0,0,"AL",NA,"$75,000+","Male","45-64","college graduate","September","2013","Kaiser"
NA,NA,"NY",NA,NA,"Male",NA,"college graduate","September","2013","Kaiser"
1,1,"TX","White","$20,000-$40,000","Male","65+","college graduate","September","2013","Kaiser"
0,1,"VA","White","less than $20,000","Female","65+","some college","September","2013","Kaiser"
1,1,"MN","White","$75,000+","Female","45-64","college graduate","September","2013","Kaiser"
1,0,"IL","White","$75,000+","Female","45-64","postgraduate","September","2013","Kaiser"
1,0,"MD","White","less than $20,000","Male","45-64","postgraduate","September","2013","Kaiser"
0,1,"WI","White","$20,000-$40,000","Female","45-64","postgraduate","September","2013","Kaiser"
0,0,"MT","White","$20,000-$40,000","Male","65+","postgraduate","September","2013","Kaiser"
1,0,"NM","Black","$75,000+","Female","30-44","college graduate","September","2013","Kaiser"
1,0,"IL","White","$75,000+","Female","45-64","postgraduate","September","2013","Kaiser"
NA,0,"TX","White","$20,000-$40,000","Male","45-64","some college","September","2013","Kaiser"
NA,0,"NY","White",NA,"Female","65+","high school graduate","September","2013","Kaiser"
0,0,"OH","White","less than $20,000","Female","45-64","less than a high school education","September","2013","Kaiser"
0,0,"MD","White","$75,000+","Male","30-44","some college","September","2013","Kaiser"
0,0,"NJ","White","$40,000-$75,000","Female","45-64","high school graduate","September","2013","Kaiser"
1,0,"IL","White","$40,000-$75,000","Male","45-64","some college","September","2013","Kaiser"
0,1,"OH","White","$40,000-$75,000","Male","45-64","some college","September","2013","Kaiser"
0,1,"NY","White","$75,000+","Male","45-64","some college","September","2013","Kaiser"
1,0,"PA","White","$20,000-$40,000","Female","45-64","some college","September","2013","Kaiser"
0,0,"CO","White","$75,000+","Female","45-64","college graduate","September","2013","Kaiser"
1,0,"WI","White","$75,000+","Male","65+","postgraduate","September","2013","Kaiser"
0,0,"MT","White","$20,000-$40,000","Male","45-64","some college","September","2013","Kaiser"
1,0,"TX","White","$75,000+","Male","45-64","college graduate","September","2013","Kaiser"
0,0,"PA","White",NA,"Male","45-64","college graduate","September","2013","Kaiser"
0,1,"PA","White","$20,000-$40,000","Male","65+","high school graduate","September","2013","Kaiser"
0,0,"OH","White","$40,000-$75,000","Male","45-64","some college","September","2013","Kaiser"
0,1,"FL","Other",NA,"Male","45-64","college graduate","September","2013","Kaiser"
1,0,"MD","White","less than $20,000","Female","65+","college graduate","September","2013","Kaiser"
0,1,"NC","White",NA,"Male","65+","some college","September","2013","Kaiser"
NA,0,"NC","White","$20,000-$40,000","Female","65+","high school graduate","September","2013","Kaiser"
1,0,"NJ","White",NA,"Female","45-64","college graduate","September","2013","Kaiser"
NA,0,"PA","White","less than $20,000","Male","65+","high school graduate","September","2013","Kaiser"
1,0,"WA","White","$20,000-$40,000","Female","65+","some college","September","2013","Kaiser"
0,1,"AZ","White",NA,"Female","45-64","college graduate","September","2013","Kaiser"
0,NA,"CA","White","less than $20,000","Female","65+","less than a high school education","September","2013","Kaiser"
1,0,"AZ","White",NA,"Female","65+","high school graduate","September","2013","Kaiser"
1,0,"NV","White","$40,000-$75,000","Female","45-64","some college","September","2013","Kaiser"
1,0,"CA","Hispanic","$75,000+","Male","65+","some college","September","2013","Kaiser"
NA,0,"OR","Other","$75,000+","Male","45-64","postgraduate","September","2013","Kaiser"
1,0,"OR","White","$20,000-$40,000","Female","65+","some college","September","2013","Kaiser"
1,0,"CA","Hispanic","$20,000-$40,000","Female","18-29","some college","September","2013","Kaiser"
1,1,"CA","Other","less than $20,000","Female","65+","some college","September","2013","Kaiser"
NA,0,"WA","White","$40,000-$75,000","Female","65+","postgraduate","September","2013","Kaiser"
0,1,"NC","White","$40,000-$75,000","Male","65+","some college","September","2013","Kaiser"
0,0,"UT","White","$75,000+","Female","45-64","postgraduate","September","2013","Kaiser"
1,0,"MI","White",NA,"Male","45-64","college graduate","September","2013","Kaiser"
0,0,"PA","White","$75,000+","Female","45-64","college graduate","September","2013","Kaiser"
NA,0,"NJ","White","$75,000+","Female","65+","postgraduate","September","2013","Kaiser"
NA,0,"FL","White",NA,"Female","65+","postgraduate","September","2013","Kaiser"
0,1,"NJ","White","$75,000+","Female","45-64","college graduate","September","2013","Kaiser"
0,1,"FL","White","$20,000-$40,000","Male","45-64","less than a high school education","September","2013","Kaiser"
NA,0,"FL","White","$20,000-$40,000","Female","65+","some college","September","2013","Kaiser"
1,0,"WA","Other","$75,000+","Female","65+","postgraduate","September","2013","Kaiser"
0,0,"CO","White","$40,000-$75,000","Female","18-29","college graduate","September","2013","Kaiser"
1,0,"NM","White","$20,000-$40,000","Female","30-44","postgraduate","September","2013","Kaiser"
1,0,"OK","White",NA,"Female","65+","college graduate","September","2013","Kaiser"
0,1,"KS","White","$20,000-$40,000","Male","65+","college graduate","September","2013","Kaiser"
0,0,"IA","White","$75,000+","Male","45-64","college graduate","September","2013","Kaiser"
0,0,"LA","White","$75,000+","Female","45-64","college graduate","September","2013","Kaiser"
0,1,"IA","White","$40,000-$75,000","Female","65+","some college","September","2013","Kaiser"
0,0,"IL","White","$40,000-$75,000","Female","30-44","college graduate","September","2013","Kaiser"
0,0,"IL","White","$75,000+","Male","65+","postgraduate","September","2013","Kaiser"
NA,0,"IA","White","$20,000-$40,000","Female","65+","high school graduate","September","2013","Kaiser"
1,0,"IL","White","less than $20,000","Male","65+","high school graduate","September","2013","Kaiser"
0,0,"IN","White","$40,000-$75,000","Female","45-64","some college","September","2013","Kaiser"
0,1,"MN","White","$75,000+","Female","45-64","college graduate","September","2013","Kaiser"
1,0,"MT","White","$40,000-$75,000","Male","65+","some college","September","2013","Kaiser"
1,0,"IN","White","less than $20,000","Female","65+","high school graduate","September","2013","Kaiser"
0,1,"WI","White","$20,000-$40,000","Male","45-64","high school graduate","September","2013","Kaiser"
0,1,"KS","Hispanic","$40,000-$75,000","Male","65+","some college","September","2013","Kaiser"
0,0,"MN","White",NA,"Female","65+","high school graduate","September","2013","Kaiser"
NA,NA,"LA","Black","less than $20,000","Female","45-64","less than a high school education","September","2013","Kaiser"
1,0,"TN","Black","$75,000+","Male","45-64","college graduate","September","2013","Kaiser"
1,0,"OR","White","$75,000+","Female","45-64","postgraduate","September","2013","Kaiser"
1,0,"CA","White","$75,000+","Male","65+","college graduate","September","2013","Kaiser"
0,1,"CA",NA,"$75,000+","Female","45-64","college graduate","September","2013","Kaiser"
1,0,"CA","White","less than $20,000","Female","45-64","high school graduate","September","2013","Kaiser"
NA,0,"HI","White","$75,000+","Male","65+","postgraduate","September","2013","Kaiser"
NA,0,"HI","Other","less than $20,000","Female","65+","college graduate","September","2013","Kaiser"
0,1,"HI","White","$75,000+","Male","45-64","college graduate","September","2013","Kaiser"
1,0,"AK","White","$75,000+","Female","30-44","college graduate","September","2013","Kaiser"
0,1,"AK",NA,"$40,000-$75,000","Male","18-29","some college","September","2013","Kaiser"
1,0,"WA","White","$75,000+","Female","65+","high school graduate","September","2013","Kaiser"
1,0,"OR","White","$20,000-$40,000","Female","65+","college graduate","September","2013","Kaiser"
0,1,"WA","White","$40,000-$75,000","Female","45-64","high school graduate","September","2013","Kaiser"
0,1,"AR","White","$75,000+","Female","45-64","high school graduate","September","2013","Kaiser"
0,0,"CO","White","$75,000+","Female","65+","college graduate","September","2013","Kaiser"
0,0,"IA","White","$75,000+","Female","65+","some college","September","2013","Kaiser"
1,0,"CA","Hispanic","$20,000-$40,000","Male","45-64","less than a high school education","September","2013","Kaiser"
0,NA,"AL","White",NA,"Female","45-64","college graduate","September","2013","Kaiser"
0,0,"UT","White","$75,000+","Male","18-29","some college","September","2013","Kaiser"
1,0,"WA","White","$75,000+","Female","45-64","postgraduate","September","2013","Kaiser"
1,0,"OR","White","$40,000-$75,000","Female","45-64","postgraduate","September","2013","Kaiser"
0,0,"MT","White","$40,000-$75,000","Female","45-64","some college","September","2013","Kaiser"
0,1,"OR","White","$75,000+","Male","45-64","college graduate","September","2013","Kaiser"
1,0,"PA","White","less than $20,000","Male","65+","less than a high school education","September","2013","Kaiser"
1,0,"FL","White","$20,000-$40,000","Female","65+","college graduate","September","2013","Kaiser"
0,1,"NJ","White","$40,000-$75,000","Female","65+","high school graduate","September","2013","Kaiser"
0,0,"PA","White","$20,000-$40,000","Female","45-64","high school graduate","September","2013","Kaiser"
1,0,"FL","Black","$40,000-$75,000","Female","45-64","postgraduate","September","2013","Kaiser"
0,0,"PA","White","$40,000-$75,000","Female","30-44","college graduate","September","2013","Kaiser"
1,0,"PA","White","$40,000-$75,000","Female","65+","high school graduate","September","2013","Kaiser"
0,0,"NC","Hispanic","less than $20,000","Female","18-29","less than a high school education","September","2013","Kaiser"
1,0,"NJ","White","$75,000+","Male","30-44","postgraduate","September","2013","Kaiser"
1,0,"GA","Black","$20,000-$40,000","Male","45-64","less than a high school education","September","2013","Kaiser"
1,0,"FL","White","$20,000-$40,000","Female","45-64","high school graduate","September","2013","Kaiser"
0,1,"NC","White","$75,000+","Male","30-44","high school graduate","September","2013","Kaiser"
1,0,"PA","White","$75,000+","Male","65+","college graduate","September","2013","Kaiser"
1,0,"MI","White","$40,000-$75,000","Female","45-64","high school graduate","September","2013","Kaiser"
0,0,"IN","White","$75,000+","Male","45-64","college graduate","September","2013","Kaiser"
1,0,"PA","White","$75,000+","Male","65+","postgraduate","September","2013","Kaiser"
1,NA,"IN","White","$75,000+","Female","45-64","college graduate","September","2013","Kaiser"
1,0,"SC","White","$20,000-$40,000","Male","65+","college graduate","September","2013","Kaiser"
1,0,"OH","White","less than $20,000","Female","45-64","high school graduate","September","2013","Kaiser"
NA,0,"VA","White","$20,000-$40,000","Male","18-29","high school graduate","September","2013","Kaiser"
1,0,"NY","White","less than $20,000","Male","45-64","high school graduate","September","2013","Kaiser"
0,0,"OH","White","$20,000-$40,000","Male","65+","high school graduate","September","2013","Kaiser"
1,NA,"NC","White","$75,000+","Female","65+","high school graduate","September","2013","Kaiser"
0,0,"PA","White","$20,000-$40,000","Female","18-29","high school graduate","September","2013","Kaiser"
NA,0,"PA","White","$40,000-$75,000","Female","45-64","college graduate","September","2013","Kaiser"
1,0,"NC","White","$75,000+","Male","45-64","postgraduate","September","2013","Kaiser"
0,0,"OH","White","$75,000+","Female","30-44","college graduate","September","2013","Kaiser"
1,0,"ME","White","less than $20,000","Male","45-64","some college","September","2013","Kaiser"
NA,0,"OH","White","$20,000-$40,000","Female","45-64","some college","September","2013","Kaiser"
1,0,"NJ","Other","$40,000-$75,000","Female","45-64","high school graduate","September","2013","Kaiser"
1,0,"OH","White","$75,000+","Female","30-44","postgraduate","September","2013","Kaiser"
NA,0,"MD","White","$75,000+","Male","18-29","college graduate","September","2013","Kaiser"
0,1,"MI","White","less than $20,000","Female","30-44","some college","September","2013","Kaiser"
0,NA,"MN","Other","less than $20,000","Female","45-64","high school graduate","September","2013","Kaiser"
NA,NA,"NJ","Hispanic",NA,"Female","45-64","less than a high school education","September","2013","Kaiser"
1,0,"FL","White","$40,000-$75,000","Female","65+","postgraduate","September","2013","Kaiser"
0,0,"IL","Hispanic","$75,000+","Male","30-44","college graduate","September","2013","Kaiser"
1,0,"FL","White","$40,000-$75,000","Male","45-64","postgraduate","September","2013","Kaiser"
0,1,"AL","White","$40,000-$75,000","Female","65+","high school graduate","September","2013","Kaiser"
1,0,"MI","White",NA,"Male","65+","high school graduate","September","2013","Kaiser"
1,0,"NC","White","$75,000+","Female","30-44","college graduate","September","2013","Kaiser"
0,1,"FL","White","$40,000-$75,000","Female","45-64","some college","September","2013","Kaiser"
0,0,"AL","White","$20,000-$40,000","Male","65+","some college","September","2013","Kaiser"
0,1,"WI","White","less than $20,000","Female","65+","high school graduate","September","2013","Kaiser"
1,0,"TX","Hispanic","less than $20,000","Female","45-64","less than a high school education","September","2013","Kaiser"
1,0,"PA","White","$20,000-$40,000","Female","65+","high school graduate","September","2013","Kaiser"
1,0,"MA","White","$75,000+","Male","45-64","postgraduate","September","2013","Kaiser"
0,0,"MO","White",NA,"Male","65+","postgraduate","September","2013","Kaiser"
NA,0,"IL","White",NA,"Female","65+","college graduate","September","2013","Kaiser"
0,0,"IA","White",NA,"Male","30-44","college graduate","September","2013","Kaiser"
NA,0,"DE","White","$75,000+","Female","30-44","postgraduate","September","2013","Kaiser"
0,1,"LA","White","$75,000+","Female","45-64","college graduate","September","2013","Kaiser"
0,1,"OH","White",NA,"Female","45-64","college graduate","September","2013","Kaiser"
1,0,"ME","White","$75,000+","Female","45-64","some college","September","2013","Kaiser"
0,0,"NC","White","$75,000+","Male","30-44","college graduate","September","2013","Kaiser"
0,1,"LA","White","$40,000-$75,000","Male","30-44","college graduate","September","2013","Kaiser"
0,0,"PA","Other","$20,000-$40,000","Female","65+","some college","September","2013","Kaiser"
0,0,"OH","White","$75,000+","Female","45-64","postgraduate","September","2013","Kaiser"
0,0,"GA","White",NA,"Female","65+","some college","September","2013","Kaiser"
0,0,"MD","White",NA,"Male","65+","postgraduate","September","2013","Kaiser"
0,0,"TN","Other",NA,"Female","18-29","college graduate","September","2013","Kaiser"
0,0,"UT","White","$20,000-$40,000","Male","65+","college graduate","September","2013","Kaiser"
1,1,"MD","Black","$40,000-$75,000","Male","65+","some college","September","2013","Kaiser"
0,1,"NY","Black","$75,000+","Female","45-64","some college","September","2013","Kaiser"
0,1,"TX","White","$40,000-$75,000","Male","65+","some college","September","2013","Kaiser"
1,0,"GA","Black","$40,000-$75,000","Female","65+","postgraduate","September","2013","Kaiser"
NA,0,"NM","Hispanic","less than $20,000","Female","65+","high school graduate","September","2013","Kaiser"
0,1,"AL","White",NA,"Female","65+","some college","September","2013","Kaiser"
1,0,"TX","Hispanic","$75,000+","Female","65+","postgraduate","September","2013","Kaiser"
0,0,"TX","White","less than $20,000","Female","30-44","high school graduate","September","2013","Kaiser"
0,0,"NJ","Black","$20,000-$40,000","Male","65+","less than a high school education","September","2013","Kaiser"
0,1,"PA","White","$40,000-$75,000","Female","45-64","high school graduate","September","2013","Kaiser"
1,0,"NM","Hispanic","$20,000-$40,000","Female","30-44","less than a high school education","September","2013","Kaiser"
1,0,"OH","White","$75,000+","Female","30-44","postgraduate","September","2013","Kaiser"
0,1,"MN","White","$20,000-$40,000","Female","65+","high school graduate","September","2013","Kaiser"
1,0,"NY","White","$75,000+","Male","30-44","college graduate","September","2013","Kaiser"
1,0,"RI","White","$40,000-$75,000","Male","65+","postgraduate","September","2013","Kaiser"
0,0,"CO","White","$75,000+","Female","45-64","postgraduate","September","2013","Kaiser"
1,0,"KS","White","$75,000+","Female","45-64","college graduate","September","2013","Kaiser"
0,0,"PA","White","$75,000+","Male","45-64","college graduate","September","2013","Kaiser"
0,1,"PA","White","$40,000-$75,000","Male","65+","some college","September","2013","Kaiser"
0,NA,"NY","White","less than $20,000","Female","65+","high school graduate","September","2013","Kaiser"
1,0,"AR","White","$75,000+","Male","45-64","postgraduate","September","2013","Kaiser"
1,NA,"CA","Hispanic","less than $20,000","Female","65+","high school graduate","September","2013","Kaiser"
NA,0,"WA","White","$75,000+","Female","45-64","high school graduate","September","2013","Kaiser"
0,1,"WA","White","less than $20,000","Male","65+","college graduate","September","2013","Kaiser"
1,0,"CA","White","$75,000+","Female","45-64","postgraduate","September","2013","Kaiser"
NA,1,"WA","White","less than $20,000","Male","45-64","some college","September","2013","Kaiser"
1,0,"CA","White","$75,000+","Female","45-64","some college","September","2013","Kaiser"
0,NA,"WA","White","$40,000-$75,000","Female","45-64","some college","September","2013","Kaiser"
0,0,"CA","White","$40,000-$75,000","Female","65+","some college","September","2013","Kaiser"
0,0,"CA","Hispanic","$40,000-$75,000","Male","30-44","high school graduate","September","2013","Kaiser"
0,1,"CA","White","$20,000-$40,000","Male","65+","college graduate","September","2013","Kaiser"
0,0,"AZ","White","$75,000+","Female","45-64","college graduate","September","2013","Kaiser"
NA,0,"TX","Hispanic","$40,000-$75,000","Female","45-64","postgraduate","September","2013","Kaiser"
0,1,"MS","White",NA,"Male","45-64","college graduate","September","2013","Kaiser"
0,0,"KY","White","$40,000-$75,000","Female","45-64","high school graduate","September","2013","Kaiser"
0,1,"WA","White","$75,000+","Male","65+","some college","September","2013","Kaiser"
0,NA,"OH","White","$40,000-$75,000","Female","45-64","some college","September","2013","Kaiser"
0,1,"NC","White","less than $20,000","Female","65+","some college","September","2013","Kaiser"
0,0,"KY","White","$40,000-$75,000","Female","30-44","some college","September","2013","Kaiser"
1,0,"MD",NA,"$75,000+","Male","18-29","high school graduate","September","2013","Kaiser"
1,0,"TN","White","$75,000+","Female","45-64","college graduate","September","2013","Kaiser"
1,0,"NY","White",NA,"Female","45-64","college graduate","September","2013","Kaiser"
0,1,"GA","White","$75,000+","Male","30-44","postgraduate","September","2013","Kaiser"
1,0,"NJ","Other","$75,000+","Male","45-64","postgraduate","September","2013","Kaiser"
0,1,"FL","White","$40,000-$75,000","Male","45-64","some college","September","2013","Kaiser"
0,1,"PA","White","$20,000-$40,000","Male","65+","high school graduate","September","2013","Kaiser"
1,0,"FL","Other","$40,000-$75,000","Female","65+","college graduate","September","2013","Kaiser"
0,1,"MD","White","$75,000+","Female","65+","college graduate","September","2013","Kaiser"
1,0,"MI","White","$20,000-$40,000","Male","45-64","high school graduate","September","2013","Kaiser"
1,0,"PA","White","$75,000+","Female","45-64","college graduate","September","2013","Kaiser"
1,0,"DC","White","$75,000+","Female","65+","postgraduate","September","2013","Kaiser"
NA,0,"NC","Black","$40,000-$75,000","Female","65+","less than a high school education","September","2013","Kaiser"
0,1,"GA","White","$20,000-$40,000","Female","65+","less than a high school education","September","2013","Kaiser"
NA,0,"NY","Hispanic","$75,000+","Female","45-64","some college","September","2013","Kaiser"
0,NA,"AL","White","less than $20,000","Female","45-64","less than a high school education","September","2013","Kaiser"
1,0,"NM","White",NA,"Female","45-64","postgraduate","September","2013","Kaiser"
0,NA,"LA","White","less than $20,000","Female","65+","less than a high school education","September","2013","Kaiser"
0,0,"AZ","White","less than $20,000","Female","18-29","some college","September","2013","Kaiser"
1,0,"WI","White","$40,000-$75,000","Female","65+","postgraduate","September","2013","Kaiser"
0,0,"KS","White","$40,000-$75,000","Male","45-64","high school graduate","September","2013","Kaiser"
NA,NA,"IL","White","$40,000-$75,000","Male","65+","high school graduate","September","2013","Kaiser"
1,0,"WI","White",NA,"Female","45-64","some college","September","2013","Kaiser"
NA,NA,"AL","Black","$20,000-$40,000","Female","30-44","high school graduate","September","2013","Kaiser"
1,0,"CA","White","$75,000+","Male","65+","postgraduate","September","2013","Kaiser"
1,NA,"OR","Other","$75,000+","Female","45-64","college graduate","September","2013","Kaiser"
NA,1,"LA","Black","$20,000-$40,000","Female","30-44","some college","September","2013","Kaiser"
0,0,"AR","Black","$20,000-$40,000","Female","45-64","some college","September","2013","Kaiser"
0,1,"WA","White",NA,"Male","45-64","high school graduate","September","2013","Kaiser"
1,0,"UT","White","$75,000+","Male","45-64","postgraduate","September","2013","Kaiser"
0,0,"CA","White",NA,"Female","45-64","postgraduate","September","2013","Kaiser"
0,1,"CA","White","less than $20,000","Female","65+","postgraduate","September","2013","Kaiser"
1,0,"OR","White","$75,000+","Female","30-44","college graduate","September","2013","Kaiser"
0,0,"WA","White",NA,"Female","45-64","some college","September","2013","Kaiser"
0,0,"OR","White",NA,"Female","30-44","college graduate","September","2013","Kaiser"
1,0,"CA","White","$75,000+","Male","45-64","college graduate","September","2013","Kaiser"
1,0,"WA","White",NA,"Female","65+","college graduate","September","2013","Kaiser"
0,1,"WA","White","$75,000+","Female","30-44","some college","September","2013","Kaiser"
NA,0,"TN","Black","$20,000-$40,000","Female","45-64","high school graduate","September","2013","Kaiser"
1,0,"MD","Black","$75,000+","Male","45-64","college graduate","September","2013","Kaiser"
0,1,"NY","White","$20,000-$40,000","Female","65+","some college","September","2013","Kaiser"
0,1,"GA","White","less than $20,000","Male","65+","some college","September","2013","Kaiser"
1,0,"NJ","Black","$20,000-$40,000","Female","65+","some college","September","2013","Kaiser"
1,0,"NH","White","$75,000+","Female","45-64","postgraduate","September","2013","Kaiser"
1,0,"TN","White",NA,"Female","65+","college graduate","September","2013","Kaiser"
1,0,"MI","White","$20,000-$40,000","Male","65+","high school graduate","September","2013","Kaiser"
0,0,"VA","White","$40,000-$75,000","Female","45-64","college graduate","September","2013","Kaiser"
NA,NA,"IN","White","less than $20,000","Female","65+","less than a high school education","September","2013","Kaiser"
1,0,"MA","White",NA,"Female","65+","some college","September","2013","Kaiser"
1,0,"VA","Black","less than $20,000","Female","30-44","high school graduate","September","2013","Kaiser"
1,0,"CT","White","less than $20,000","Male","65+","high school graduate","September","2013","Kaiser"
NA,NA,"PA","White",NA,"Female","65+","high school graduate","September","2013","Kaiser"
0,1,"TX","Other","less than $20,000","Male","65+","some college","September","2013","Kaiser"
0,1,"TX","White","less than $20,000","Female","45-64","high school graduate","September","2013","Kaiser"
1,0,"OH","Black","$75,000+","Female","45-64","some college","September","2013","Kaiser"
0,0,"GA","White","$20,000-$40,000","Female","30-44","college graduate","September","2013","Kaiser"
1,0,"PA","White","$75,000+","Male","45-64","postgraduate","September","2013","Kaiser"
1,0,"MO","White","$40,000-$75,000","Male","45-64","postgraduate","September","2013","Kaiser"
NA,0,"IA","White","$20,000-$40,000","Female","65+","high school graduate","September","2013","Kaiser"
1,0,"IL","White","$75,000+","Male","45-64","college graduate","September","2013","Kaiser"
NA,0,"MO","White",NA,"Female","45-64","high school graduate","September","2013","Kaiser"
1,0,"FL","White","$20,000-$40,000","Female","45-64","some college","September","2013","Kaiser"
1,0,"TX","Hispanic","$20,000-$40,000","Male","65+","less than a high school education","September","2013","Kaiser"
1,0,"TX","White","$75,000+","Female","45-64","college graduate","September","2013","Kaiser"
0,0,"TX","Hispanic","$20,000-$40,000","Male","18-29","high school graduate","September","2013","Kaiser"
0,NA,"ID","White","$75,000+","Female","30-44","some college","September","2013","Kaiser"
0,0,"MN","White","less than $20,000","Female","65+","college graduate","September","2013","Kaiser"
NA,1,"NM","Hispanic","$40,000-$75,000","Female","45-64","postgraduate","September","2013","Kaiser"
0,0,"NJ","White","less than $20,000","Male","45-64","college graduate","September","2013","Kaiser"
1,0,"OK","White","less than $20,000","Male","45-64","some college","September","2013","Kaiser"
NA,0,"FL","Hispanic","$40,000-$75,000","Male","45-64","some college","September","2013","Kaiser"
0,0,"KY","White",NA,"Female","45-64","high school graduate","September","2013","Kaiser"
