"aca.fav","state","race","income","sex","age","education","month","year","polling.org"
1,"HI","White","$20,000-$40,000","Female","65+","college graduate","June","2013","Kaiser"
1,"CA","Hispanic","$20,000-$40,000","Male","45-64","less than a high school education","June","2013","Kaiser"
0,"AL","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
1,"RI","Other","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
0,"AZ","White",NA,"Male","45-64","college graduate","June","2013","Kaiser"
1,"PA","White","$40,000-$75,000","Male","65+","some college","June","2013","Kaiser"
1,"RI","White","$20,000-$40,000","Female","65+","college graduate","June","2013","Kaiser"
0,"CT","White","$75,000+","Female","18-29","high school graduate","June","2013","Kaiser"
1,"AR","White","$40,000-$75,000","Female","30-44","postgraduate","June","2013","Kaiser"
0,"TX","White","$75,000+","Female","65+","high school graduate","June","2013","Kaiser"
0,"OK","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
NA,"NY","White","$75,000+","Male","30-44","college graduate","June","2013","Kaiser"
1,"NJ","White",NA,"Male","65+","postgraduate","June","2013","Kaiser"
1,"OK","Black","$20,000-$40,000","Male","65+","college graduate","June","2013","Kaiser"
NA,"AK","White","$40,000-$75,000","Male","18-29","high school graduate","June","2013","Kaiser"
0,"AL","White","$75,000+","Male","30-44","postgraduate","June","2013","Kaiser"
1,"FL","White","$40,000-$75,000","Female","65+","postgraduate","June","2013","Kaiser"
0,"NY","White","$40,000-$75,000","Female","45-64","college graduate","June","2013","Kaiser"
1,"MI","White","$40,000-$75,000","Male","65+","some college","June","2013","Kaiser"
0,"NY","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
0,"VA","White","$75,000+","Male","30-44","postgraduate","June","2013","Kaiser"
0,"NY","White","$75,000+","Male","45-64","some college","June","2013","Kaiser"
0,"FL","White","$20,000-$40,000","Female","65+","some college","June","2013","Kaiser"
1,"TN","White","$40,000-$75,000","Female","30-44","some college","June","2013","Kaiser"
0,"SC","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
0,"VA","White","$75,000+","Male","45-64","high school graduate","June","2013","Kaiser"
1,"SC","White","$20,000-$40,000","Male","65+","some college","June","2013","Kaiser"
0,"NC","White","$75,000+","Female","45-64","some college","June","2013","Kaiser"
NA,"MD","White","$20,000-$40,000","Female","65+","high school graduate","June","2013","Kaiser"
NA,"VA","White","$40,000-$75,000","Male","45-64","college graduate","June","2013","Kaiser"
1,"NC","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
0,"KY","White","$20,000-$40,000","Female","45-64","college graduate","June","2013","Kaiser"
0,"VA","White","$75,000+","Male","45-64","high school graduate","June","2013","Kaiser"
1,"FL","Hispanic","$20,000-$40,000","Male","18-29","some college","June","2013","Kaiser"
0,"CA","White","$75,000+","Female","65+","some college","June","2013","Kaiser"
NA,"OR","Other","$20,000-$40,000","Male","18-29","some college","June","2013","Kaiser"
1,"SC","White","$20,000-$40,000","Male","45-64","some college","June","2013","Kaiser"
0,"TN","White","$75,000+","Female","30-44","postgraduate","June","2013","Kaiser"
1,"PA","White","$75,000+","Male","65+","postgraduate","June","2013","Kaiser"
0,"NJ","White","$40,000-$75,000","Male","65+","less than a high school education","June","2013","Kaiser"
0,"UT","White","$20,000-$40,000","Male","30-44","some college","June","2013","Kaiser"
1,"FL","White","$75,000+","Male","65+","some college","June","2013","Kaiser"
0,"UT","White","$75,000+","Male","45-64","some college","June","2013","Kaiser"
NA,"TN","White","$75,000+","Male","45-64","high school graduate","June","2013","Kaiser"
1,"CA","Black","less than $20,000","Male","65+","college graduate","June","2013","Kaiser"
1,"TX","White","$40,000-$75,000","Female","65+","some college","June","2013","Kaiser"
1,"AL","Black","$20,000-$40,000","Female","65+","high school graduate","June","2013","Kaiser"
0,"LA","White",NA,"Male","18-29","some college","June","2013","Kaiser"
0,"TN","White",NA,"Female","65+","some college","June","2013","Kaiser"
1,"MS","Black","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
1,"AL","White","$40,000-$75,000","Male","45-64","college graduate","June","2013","Kaiser"
1,"TX","White","$40,000-$75,000","Male","45-64","high school graduate","June","2013","Kaiser"
0,"SC","White",NA,"Male","65+","postgraduate","June","2013","Kaiser"
0,"IN","White","$75,000+","Female","30-44","some college","June","2013","Kaiser"
0,"MA","Black","less than $20,000","Female","45-64","some college","June","2013","Kaiser"
0,"VA","White","$40,000-$75,000","Female","45-64","high school graduate","June","2013","Kaiser"
1,"MN","White","$20,000-$40,000","Male","65+","high school graduate","June","2013","Kaiser"
0,"NE","White","less than $20,000","Female","65+","some college","June","2013","Kaiser"
1,"LA","Black","less than $20,000","Female","45-64","less than a high school education","June","2013","Kaiser"
0,"TN","White",NA,"Female","65+","postgraduate","June","2013","Kaiser"
0,"IA","White",NA,"Female","65+","some college","June","2013","Kaiser"
NA,"MN","Black","less than $20,000","Male","45-64","less than a high school education","June","2013","Kaiser"
1,"MD","Other","less than $20,000","Female","45-64","postgraduate","June","2013","Kaiser"
0,"IL","White","$75,000+","Male","30-44","college graduate","June","2013","Kaiser"
0,"SC","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
1,"LA","Black","less than $20,000","Male","45-64","high school graduate","June","2013","Kaiser"
0,"IN","White","$20,000-$40,000","Male","30-44","less than a high school education","June","2013","Kaiser"
NA,"UT","White","less than $20,000","Female","30-44","some college","June","2013","Kaiser"
0,"AR","White","$75,000+","Male","65+","some college","June","2013","Kaiser"
1,"GA","Other","$75,000+","Male","30-44","college graduate","June","2013","Kaiser"
NA,"MA","Other","less than $20,000","Female","30-44","high school graduate","June","2013","Kaiser"
0,"TX","White","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
1,"AL",NA,"less than $20,000","Male","18-29","some college","June","2013","Kaiser"
NA,"AR","White","$20,000-$40,000","Male","18-29","less than a high school education","June","2013","Kaiser"
0,"NC","White","$75,000+","Male","30-44","some college","June","2013","Kaiser"
NA,"CT","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
0,"IA","White","$20,000-$40,000","Male","30-44","some college","June","2013","Kaiser"
0,"VA","Hispanic","$20,000-$40,000","Female","18-29","college graduate","June","2013","Kaiser"
1,"SC","Black","$20,000-$40,000","Male","18-29","some college","June","2013","Kaiser"
NA,"WI","White","less than $20,000","Male","65+","some college","June","2013","Kaiser"
0,"TN","Black","$40,000-$75,000","Male","45-64","college graduate","June","2013","Kaiser"
NA,"CA","White","$40,000-$75,000","Female","18-29","high school graduate","June","2013","Kaiser"
1,"FL","Other","$75,000+","Female","18-29","college graduate","June","2013","Kaiser"
1,"IL","White","$40,000-$75,000","Male","65+","postgraduate","June","2013","Kaiser"
0,"MN","White","$40,000-$75,000","Male","30-44","high school graduate","June","2013","Kaiser"
NA,"IA","White","$40,000-$75,000","Male","45-64","high school graduate","June","2013","Kaiser"
0,"MO","White","$40,000-$75,000","Male","30-44","college graduate","June","2013","Kaiser"
NA,"TX","White","$75,000+","Female","45-64","high school graduate","June","2013","Kaiser"
0,"FL","White","$20,000-$40,000","Female","65+","some college","June","2013","Kaiser"
NA,"NC","White","$20,000-$40,000","Male","30-44","some college","June","2013","Kaiser"
0,"MN","White","$40,000-$75,000","Male","45-64","some college","June","2013","Kaiser"
0,"ID","White","$40,000-$75,000","Male","45-64","some college","June","2013","Kaiser"
1,"LA","White","$75,000+","Male","65+","college graduate","June","2013","Kaiser"
1,"MI","White","$75,000+","Female","45-64","college graduate","June","2013","Kaiser"
0,"VA","White","less than $20,000","Male","30-44","college graduate","June","2013","Kaiser"
0,"UT","White","$40,000-$75,000","Male","30-44","college graduate","June","2013","Kaiser"
NA,"IL","Other","$40,000-$75,000","Female","30-44","postgraduate","June","2013","Kaiser"
0,"CO","White","$75,000+","Female","18-29","college graduate","June","2013","Kaiser"
1,"SC","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
NA,"MN","White","$75,000+","Female","45-64","some college","June","2013","Kaiser"
0,"TX","Hispanic","$40,000-$75,000","Male","18-29","some college","June","2013","Kaiser"
0,"ID","White","$20,000-$40,000","Female","45-64","some college","June","2013","Kaiser"
0,"FL","Hispanic","less than $20,000","Female","65+","high school graduate","June","2013","Kaiser"
0,"ME","White","$20,000-$40,000","Male","18-29","some college","June","2013","Kaiser"
1,"NY","Hispanic","$20,000-$40,000","Female","65+","less than a high school education","June","2013","Kaiser"
1,"MI","White",NA,"Male","65+","some college","June","2013","Kaiser"
1,"FL","White","$20,000-$40,000","Male","45-64","some college","June","2013","Kaiser"
1,"NC","Other","$40,000-$75,000","Male","18-29","postgraduate","June","2013","Kaiser"
0,"NY","Other","$75,000+","Male","30-44","postgraduate","June","2013","Kaiser"
NA,"SC","White","$20,000-$40,000","Male","18-29","high school graduate","June","2013","Kaiser"
0,"IA","White","less than $20,000","Male","18-29","college graduate","June","2013","Kaiser"
1,"NE","White","$20,000-$40,000","Male","65+","high school graduate","June","2013","Kaiser"
1,"IA","White","$20,000-$40,000","Male","45-64","less than a high school education","June","2013","Kaiser"
0,"IN","White","$20,000-$40,000","Male","30-44","some college","June","2013","Kaiser"
NA,"NC","Hispanic","$20,000-$40,000","Male","18-29","high school graduate","June","2013","Kaiser"
0,"SD","White","$75,000+","Male","30-44","college graduate","June","2013","Kaiser"
0,"NC","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
0,"AR","White","$75,000+","Female","45-64","some college","June","2013","Kaiser"
NA,"TX","Black","less than $20,000","Male","30-44","some college","June","2013","Kaiser"
1,"WA","White","$40,000-$75,000","Male","30-44","postgraduate","June","2013","Kaiser"
0,"IN","White","$40,000-$75,000","Female","18-29","college graduate","June","2013","Kaiser"
1,"OH","Black","$75,000+","Male","30-44","college graduate","June","2013","Kaiser"
0,"PA","Black","less than $20,000","Female","30-44","high school graduate","June","2013","Kaiser"
1,"FL","Hispanic","less than $20,000","Female","30-44","high school graduate","June","2013","Kaiser"
1,"OH","Black",NA,"Male","30-44","high school graduate","June","2013","Kaiser"
NA,"OH","White","$75,000+","Female","18-29","high school graduate","June","2013","Kaiser"
1,"OH","Hispanic","less than $20,000","Female","30-44","high school graduate","June","2013","Kaiser"
1,"PA","White","$75,000+","Female","45-64","some college","June","2013","Kaiser"
1,"MD",NA,NA,"Female","45-64","college graduate","June","2013","Kaiser"
NA,"FL","Hispanic","less than $20,000","Female","18-29","college graduate","June","2013","Kaiser"
0,"DE","White","$40,000-$75,000","Male","65+","some college","June","2013","Kaiser"
NA,"GA","White","$40,000-$75,000","Male","30-44","college graduate","June","2013","Kaiser"
1,"MD","Black","$75,000+","Male","18-29","college graduate","June","2013","Kaiser"
1,"IL","Black","$75,000+","Male","65+","postgraduate","June","2013","Kaiser"
1,"FL","Black","$40,000-$75,000","Female","18-29","postgraduate","June","2013","Kaiser"
1,"VA","White","$40,000-$75,000","Male","45-64","some college","June","2013","Kaiser"
NA,"NC","Black","$40,000-$75,000","Female","18-29","some college","June","2013","Kaiser"
0,"FL","White","$20,000-$40,000","Male","30-44","college graduate","June","2013","Kaiser"
NA,"FL","Hispanic","$20,000-$40,000","Male","45-64","postgraduate","June","2013","Kaiser"
0,"FL","White","$40,000-$75,000","Female","65+","less than a high school education","June","2013","Kaiser"
0,"FL","Black",NA,"Male","45-64",NA,"June","2013","Kaiser"
0,"IA","White","$20,000-$40,000","Male","18-29","college graduate","June","2013","Kaiser"
NA,"FL","White","$40,000-$75,000","Male","45-64","college graduate","June","2013","Kaiser"
0,"KY","White","$40,000-$75,000","Male","18-29","high school graduate","June","2013","Kaiser"
0,"OH","White","$20,000-$40,000","Female","65+","high school graduate","June","2013","Kaiser"
0,"LA","White","$40,000-$75,000","Male","30-44","high school graduate","June","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Male","30-44","college graduate","June","2013","Kaiser"
1,"TX","White","$75,000+","Male","30-44","college graduate","June","2013","Kaiser"
0,"NE","White",NA,"Male","18-29","high school graduate","June","2013","Kaiser"
1,"PA","White","$75,000+","Male","18-29","some college","June","2013","Kaiser"
0,"UT","White","less than $20,000","Male","45-64","some college","June","2013","Kaiser"
NA,"LA","Black","$75,000+","Male","45-64","high school graduate","June","2013","Kaiser"
0,"MN","White","$40,000-$75,000","Female","45-64","some college","June","2013","Kaiser"
NA,"IA","White","less than $20,000","Female","18-29","college graduate","June","2013","Kaiser"
1,"KY","White","$40,000-$75,000","Male","30-44","high school graduate","June","2013","Kaiser"
1,"UT","Other","$20,000-$40,000","Male","18-29","college graduate","June","2013","Kaiser"
1,"AZ","Hispanic","$40,000-$75,000","Male","18-29","high school graduate","June","2013","Kaiser"
NA,"ND","White","$20,000-$40,000","Male","65+","some college","June","2013","Kaiser"
0,"AR","White","$40,000-$75,000","Female","45-64","college graduate","June","2013","Kaiser"
0,"IL","White","$75,000+","Male","65+","college graduate","June","2013","Kaiser"
1,"MS","White","$40,000-$75,000","Male","45-64","postgraduate","June","2013","Kaiser"
0,"TX","White","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
1,"LA","Black","less than $20,000","Male","65+","postgraduate","June","2013","Kaiser"
1,"AZ","Black","less than $20,000","Male","45-64","some college","June","2013","Kaiser"
0,"AL","White","$40,000-$75,000","Female","30-44","some college","June","2013","Kaiser"
0,"IL","White","$40,000-$75,000","Male","30-44","college graduate","June","2013","Kaiser"
1,"CO","Other","$40,000-$75,000","Female","45-64","college graduate","June","2013","Kaiser"
1,"AL","White","$75,000+","Male","30-44","high school graduate","June","2013","Kaiser"
0,"AZ","White","$75,000+","Female","45-64","college graduate","June","2013","Kaiser"
0,"CO","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
0,"MN","White","$40,000-$75,000","Male","30-44","college graduate","June","2013","Kaiser"
1,"AZ","Hispanic","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
NA,"CO","Hispanic","$20,000-$40,000","Female","18-29","less than a high school education","June","2013","Kaiser"
NA,"ID","White","less than $20,000","Male","45-64","some college","June","2013","Kaiser"
0,"KS","Hispanic","$75,000+","Male","18-29","high school graduate","June","2013","Kaiser"
1,"MO","White","less than $20,000","Male","30-44","postgraduate","June","2013","Kaiser"
1,"IA","Hispanic","$20,000-$40,000","Male","45-64","less than a high school education","June","2013","Kaiser"
NA,"CO","White","$20,000-$40,000","Male","45-64","some college","June","2013","Kaiser"
1,"NE","White","$20,000-$40,000","Male","18-29","college graduate","June","2013","Kaiser"
1,"ID","White","$75,000+","Male","30-44","college graduate","June","2013","Kaiser"
0,"SD","White","$20,000-$40,000","Male","18-29","high school graduate","June","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Male","18-29","some college","June","2013","Kaiser"
1,"HI","Hispanic","$20,000-$40,000","Female","30-44","some college","June","2013","Kaiser"
1,"CA","White","$40,000-$75,000","Male","30-44","high school graduate","June","2013","Kaiser"
NA,"WA","White","$20,000-$40,000","Male","30-44","high school graduate","June","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Female","45-64","some college","June","2013","Kaiser"
0,"TX","White","less than $20,000","Female","18-29","high school graduate","June","2013","Kaiser"
NA,"AK","White","$20,000-$40,000","Male","45-64","high school graduate","June","2013","Kaiser"
NA,"WA","White","$20,000-$40,000","Female","18-29","college graduate","June","2013","Kaiser"
1,"IL","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
NA,"CA","Hispanic","$20,000-$40,000","Male","30-44","less than a high school education","June","2013","Kaiser"
1,"CA","Other",NA,"Male","65+","postgraduate","June","2013","Kaiser"
0,"WA","White","$75,000+","Male","45-64","some college","June","2013","Kaiser"
NA,"CA","Hispanic","$40,000-$75,000","Male","18-29","some college","June","2013","Kaiser"
1,"CA","Hispanic","$20,000-$40,000","Male","30-44","high school graduate","June","2013","Kaiser"
1,"OR","White","$40,000-$75,000","Female","65+","some college","June","2013","Kaiser"
0,"WA","White","$75,000+","Male","45-64","some college","June","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Female","30-44","college graduate","June","2013","Kaiser"
1,"CA","Other","$20,000-$40,000","Male","18-29","high school graduate","June","2013","Kaiser"
1,"CA","Other","$40,000-$75,000","Female","18-29","college graduate","June","2013","Kaiser"
NA,"CA","Hispanic","$75,000+","Male","18-29","high school graduate","June","2013","Kaiser"
1,"NV","Hispanic","$20,000-$40,000","Male","18-29","high school graduate","June","2013","Kaiser"
1,"WA","Hispanic","$40,000-$75,000","Male","18-29","some college","June","2013","Kaiser"
NA,"AZ","White","less than $20,000","Female","18-29","college graduate","June","2013","Kaiser"
0,"NV","White","$75,000+","Male","45-64","high school graduate","June","2013","Kaiser"
1,"WA","White","$75,000+","Male","65+","postgraduate","June","2013","Kaiser"
0,"WA","White","$40,000-$75,000","Male","30-44","some college","June","2013","Kaiser"
1,"WA","Hispanic","less than $20,000","Male","18-29","high school graduate","June","2013","Kaiser"
0,"NV","White","$20,000-$40,000","Male","18-29","high school graduate","June","2013","Kaiser"
0,"CA","White","$75,000+","Male","45-64","high school graduate","June","2013","Kaiser"
0,"CA","Hispanic","$20,000-$40,000","Female","45-64","high school graduate","June","2013","Kaiser"
0,"VA","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
NA,"MI","Black","less than $20,000","Male","45-64","high school graduate","June","2013","Kaiser"
NA,"OH","White","$20,000-$40,000","Male","45-64","high school graduate","June","2013","Kaiser"
0,"MI","White","$20,000-$40,000","Male","45-64","high school graduate","June","2013","Kaiser"
NA,"IN","White","$20,000-$40,000","Male","65+","high school graduate","June","2013","Kaiser"
0,"NY","White","less than $20,000","Female","18-29","less than a high school education","June","2013","Kaiser"
NA,"CT","Black",NA,"Female","65+","high school graduate","June","2013","Kaiser"
1,"NY","Black","$75,000+","Female","45-64","some college","June","2013","Kaiser"
1,"VA","White","$20,000-$40,000","Female","65+","postgraduate","June","2013","Kaiser"
1,"NC","Black","less than $20,000","Female","65+","some college","June","2013","Kaiser"
NA,"FL","Hispanic","less than $20,000","Male","18-29","some college","June","2013","Kaiser"
NA,"SC","White","$40,000-$75,000","Male","18-29","high school graduate","June","2013","Kaiser"
0,"GA","White","$40,000-$75,000","Male","30-44","high school graduate","June","2013","Kaiser"
0,"FL","Black","less than $20,000","Female","30-44","some college","June","2013","Kaiser"
0,"TN","White","$40,000-$75,000","Male","30-44","high school graduate","June","2013","Kaiser"
0,"GA","Black","less than $20,000","Male","65+","some college","June","2013","Kaiser"
1,"NH","White","$40,000-$75,000","Male","18-29","some college","June","2013","Kaiser"
0,"TN","White","$20,000-$40,000","Male","45-64","high school graduate","June","2013","Kaiser"
0,"MI","Black","$40,000-$75,000","Female","45-64","high school graduate","June","2013","Kaiser"
NA,"FL","White","$40,000-$75,000","Male","18-29","high school graduate","June","2013","Kaiser"
NA,"PA","White","less than $20,000","Female","45-64","high school graduate","June","2013","Kaiser"
1,"PA","Other","$75,000+","Male","30-44","postgraduate","June","2013","Kaiser"
1,"FL","White","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
0,"OH","White","less than $20,000","Male","45-64","college graduate","June","2013","Kaiser"
NA,"TN","White","$75,000+","Male","18-29","some college","June","2013","Kaiser"
0,"OH","Other","less than $20,000","Female","18-29","less than a high school education","June","2013","Kaiser"
0,"TN","White","$20,000-$40,000","Male","18-29","some college","June","2013","Kaiser"
0,"FL","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
1,"IN","Other","$20,000-$40,000","Male","18-29","postgraduate","June","2013","Kaiser"
1,"RI","Black",NA,"Male","45-64","high school graduate","June","2013","Kaiser"
NA,"NJ","White","$20,000-$40,000","Male","65+","less than a high school education","June","2013","Kaiser"
1,"GA","Black","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
1,"OH","White","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
0,"VA","White","$40,000-$75,000","Male","18-29","some college","June","2013","Kaiser"
0,"NC","White","$20,000-$40,000","Male","65+","some college","June","2013","Kaiser"
0,"GA","Black","$40,000-$75,000","Male","45-64","some college","June","2013","Kaiser"
NA,"GA","White","$20,000-$40,000","Male","18-29","high school graduate","June","2013","Kaiser"
NA,"OH","Black","$40,000-$75,000","Male","30-44","college graduate","June","2013","Kaiser"
1,"NY","White","$40,000-$75,000","Female","65+","some college","June","2013","Kaiser"
1,"GA","Black","$40,000-$75,000","Male","30-44","some college","June","2013","Kaiser"
1,"OH","Black","less than $20,000","Male","30-44","high school graduate","June","2013","Kaiser"
1,"NC","Hispanic","$75,000+","Female","30-44","postgraduate","June","2013","Kaiser"
0,"VA","White","$40,000-$75,000","Male","45-64","high school graduate","June","2013","Kaiser"
0,"NY","Black","less than $20,000","Female","30-44","high school graduate","June","2013","Kaiser"
0,"MD","White","$75,000+","Male","30-44","college graduate","June","2013","Kaiser"
1,"FL","Hispanic","$75,000+","Female","30-44","postgraduate","June","2013","Kaiser"
NA,"FL","White","$75,000+","Female","45-64","some college","June","2013","Kaiser"
0,"NY","White",NA,"Male","65+","college graduate","June","2013","Kaiser"
NA,"VA","White","$20,000-$40,000","Female","65+","high school graduate","June","2013","Kaiser"
0,"OH","White","$75,000+","Female","18-29","college graduate","June","2013","Kaiser"
1,"NC","Black","less than $20,000","Male","65+","less than a high school education","June","2013","Kaiser"
0,"TN","White","$75,000+","Female","45-64","some college","June","2013","Kaiser"
0,"CT","White","$75,000+","Male","30-44","college graduate","June","2013","Kaiser"
0,"NY","White","$75,000+","Male","30-44","college graduate","June","2013","Kaiser"
1,"CA","Black","$20,000-$40,000","Male","30-44","high school graduate","June","2013","Kaiser"
1,"FL","Black","less than $20,000","Male","45-64","less than a high school education","June","2013","Kaiser"
NA,"DC","Black","less than $20,000","Female","45-64","less than a high school education","June","2013","Kaiser"
0,"TN","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
1,"MI","White","$40,000-$75,000","Male","65+","high school graduate","June","2013","Kaiser"
1,"OH","White","$20,000-$40,000","Male","45-64","high school graduate","June","2013","Kaiser"
1,"VA","White","$40,000-$75,000","Male","30-44","college graduate","June","2013","Kaiser"
1,"CA","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
1,"OH","White","$40,000-$75,000","Male","45-64","high school graduate","June","2013","Kaiser"
1,"NH","White","$40,000-$75,000","Female","45-64","postgraduate","June","2013","Kaiser"
1,"NJ","Black","less than $20,000","Male","45-64","high school graduate","June","2013","Kaiser"
0,"NY","White","$20,000-$40,000","Male","18-29","high school graduate","June","2013","Kaiser"
0,"GA","White","$20,000-$40,000","Female","45-64","high school graduate","June","2013","Kaiser"
0,"VA","White","$75,000+","Male","18-29","postgraduate","June","2013","Kaiser"
1,"NY","White","$40,000-$75,000","Female","45-64","college graduate","June","2013","Kaiser"
1,"OH","White","$20,000-$40,000","Male","45-64","some college","June","2013","Kaiser"
0,"NC","White","$20,000-$40,000","Male","65+","college graduate","June","2013","Kaiser"
1,"FL","White","$75,000+","Male","30-44","some college","June","2013","Kaiser"
1,"VA","White","$20,000-$40,000","Female","65+","high school graduate","June","2013","Kaiser"
0,"OH","White","$40,000-$75,000","Female","45-64","high school graduate","June","2013","Kaiser"
NA,"NY","White","$20,000-$40,000","Female","30-44","postgraduate","June","2013","Kaiser"
NA,"MN","Black","$20,000-$40,000","Female","18-29","high school graduate","June","2013","Kaiser"
1,"GA","White","$75,000+","Male","65+","some college","June","2013","Kaiser"
NA,"IL","White","$75,000+","Male","30-44","college graduate","June","2013","Kaiser"
0,"ID","White","$40,000-$75,000","Male","45-64","college graduate","June","2013","Kaiser"
0,"SC","White","$75,000+","Male","18-29","some college","June","2013","Kaiser"
NA,"NJ","Hispanic","$20,000-$40,000","Male","45-64","high school graduate","June","2013","Kaiser"
0,"KS","White","$40,000-$75,000","Male","45-64","some college","June","2013","Kaiser"
0,"KS","White","$40,000-$75,000","Male","30-44","some college","June","2013","Kaiser"
0,"WV","White","$40,000-$75,000","Male","65+","postgraduate","June","2013","Kaiser"
NA,"AR","White","$40,000-$75,000","Male","18-29","high school graduate","June","2013","Kaiser"
1,"NJ","White","$40,000-$75,000","Male","45-64","high school graduate","June","2013","Kaiser"
NA,"RI","White",NA,"Female","18-29","some college","June","2013","Kaiser"
NA,"KY","White","less than $20,000","Male","65+","high school graduate","June","2013","Kaiser"
NA,"TX","White","less than $20,000","Female","18-29","high school graduate","June","2013","Kaiser"
1,"OH","Black","$20,000-$40,000","Male","30-44","some college","June","2013","Kaiser"
0,"OK","White","$20,000-$40,000","Female","30-44","some college","June","2013","Kaiser"
0,"AR","White","$40,000-$75,000","Male","18-29","high school graduate","June","2013","Kaiser"
0,"FL","White","$75,000+","Male","30-44","college graduate","June","2013","Kaiser"
NA,"NY","White","$75,000+","Male","45-64","high school graduate","June","2013","Kaiser"
NA,"AR","White","$20,000-$40,000","Female","45-64","some college","June","2013","Kaiser"
0,"OH","White","$20,000-$40,000","Female","45-64","some college","June","2013","Kaiser"
0,"FL","White","$75,000+","Female","45-64","college graduate","June","2013","Kaiser"
0,"TX","Hispanic","$40,000-$75,000","Female","18-29","high school graduate","June","2013","Kaiser"
0,"NC","White","$75,000+","Male","65+","college graduate","June","2013","Kaiser"
0,"MI","White","$40,000-$75,000","Male","30-44","some college","June","2013","Kaiser"
0,"NY","Black","less than $20,000","Male","45-64","some college","June","2013","Kaiser"
NA,"GA","White","less than $20,000","Female","18-29","some college","June","2013","Kaiser"
1,"VA","White","$40,000-$75,000","Male","30-44","college graduate","June","2013","Kaiser"
1,"WI",NA,"$40,000-$75,000","Male","45-64","college graduate","June","2013","Kaiser"
0,"AL","White","$75,000+","Female","30-44","high school graduate","June","2013","Kaiser"
NA,"AL","Hispanic",NA,"Female","30-44","high school graduate","June","2013","Kaiser"
0,"GA","White","$75,000+","Female","45-64","college graduate","June","2013","Kaiser"
NA,"PA","Black","$40,000-$75,000","Male","45-64","some college","June","2013","Kaiser"
0,"TX","White","$75,000+","Male","45-64","high school graduate","June","2013","Kaiser"
0,"SC","White","$20,000-$40,000","Female","45-64","some college","June","2013","Kaiser"
NA,"FL","White",NA,"Female","65+","high school graduate","June","2013","Kaiser"
1,"GA","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
1,"IN","White","$75,000+","Male","18-29","high school graduate","June","2013","Kaiser"
NA,"MI","White","$40,000-$75,000","Male","30-44","high school graduate","June","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Male","30-44","some college","June","2013","Kaiser"
1,"SD","White","$40,000-$75,000","Female","30-44","postgraduate","June","2013","Kaiser"
1,"TX","Black","$20,000-$40,000","Female","45-64","college graduate","June","2013","Kaiser"
NA,"NC","White","less than $20,000","Female","30-44","high school graduate","June","2013","Kaiser"
NA,"TX","Hispanic","$20,000-$40,000","Male","18-29","high school graduate","June","2013","Kaiser"
0,"IN","White","$40,000-$75,000","Female","30-44","some college","June","2013","Kaiser"
NA,"IN","White","$75,000+","Male","18-29","less than a high school education","June","2013","Kaiser"
NA,"MA","Other","$40,000-$75,000","Female","65+","some college","June","2013","Kaiser"
1,"NC","White","$75,000+","Female","30-44","college graduate","June","2013","Kaiser"
0,"IN","White",NA,"Male","65+","high school graduate","June","2013","Kaiser"
1,"NY","White","$75,000+","Female","18-29","high school graduate","June","2013","Kaiser"
1,"FL","White","$20,000-$40,000","Female","65+","high school graduate","June","2013","Kaiser"
0,"AZ","White","$75,000+","Male","65+","college graduate","June","2013","Kaiser"
0,"MD","White","$75,000+","Male","30-44","postgraduate","June","2013","Kaiser"
NA,"AZ","White","less than $20,000","Female","65+","less than a high school education","June","2013","Kaiser"
0,"CO","White","$40,000-$75,000","Male","45-64","college graduate","June","2013","Kaiser"
0,"CO","White","$75,000+","Female","18-29","some college","June","2013","Kaiser"
1,"AZ","White","$75,000+","Female","65+","postgraduate","June","2013","Kaiser"
