"aca.fav","state","race","income","sex","age","education","month","year","polling.org"
NA,"GA","Black","less than $20,000","Male","65+","high school graduate","August","2013","Kaiser"
1,"MO","Black","$20,000-$40,000","Female","45-64","some college","August","2013","Kaiser"
0,"ID","White","less than $20,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"MO",NA,"$75,000+","Male","30-44","some college","August","2013","Kaiser"
0,"AR","White","$75,000+","Female","45-64","postgraduate","August","2013","Kaiser"
0,"UT","White","$40,000-$75,000","Female","45-64","college graduate","August","2013","Kaiser"
0,"WY","White","less than $20,000","Female","65+","some college","August","2013","Kaiser"
1,"WY","White","$75,000+","Male","65+","some college","August","2013","Kaiser"
1,"MO","White","$40,000-$75,000","Female","65+","college graduate","August","2013","Kaiser"
NA,"TX","White","$20,000-$40,000","Female","45-64","some college","August","2013","Kaiser"
NA,"AR","White","$40,000-$75,000","Male","30-44","high school graduate","August","2013","Kaiser"
0,"IA","White",NA,"Male","45-64","some college","August","2013","Kaiser"
NA,"MN","White","$75,000+","Male","30-44","some college","August","2013","Kaiser"
0,"MO","White","$20,000-$40,000","Male","65+","postgraduate","August","2013","Kaiser"
0,"IL","White","$75,000+","Female","45-64","some college","August","2013","Kaiser"
1,"CA","Hispanic","less than $20,000","Female","45-64","high school graduate","August","2013","Kaiser"
NA,"UT","White","$40,000-$75,000","Male","65+","postgraduate","August","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Male","45-64","college graduate","August","2013","Kaiser"
0,"AL","White","$20,000-$40,000","Female","45-64","less than a high school education","August","2013","Kaiser"
0,"TX","White","$75,000+","Female","45-64","some college","August","2013","Kaiser"
0,"LA","White","$75,000+","Male","45-64","postgraduate","August","2013","Kaiser"
0,"MN","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
0,"IL","Hispanic","$40,000-$75,000","Female","30-44","some college","August","2013","Kaiser"
0,"MO","White","$75,000+","Female","45-64","high school graduate","August","2013","Kaiser"
NA,"IL","Black","$20,000-$40,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"WI","White","$40,000-$75,000","Female","45-64","some college","August","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Female","65+","college graduate","August","2013","Kaiser"
NA,"TX","White","less than $20,000","Female","45-64","less than a high school education","August","2013","Kaiser"
1,"MN","White","$40,000-$75,000","Female","65+","college graduate","August","2013","Kaiser"
1,"CA","White",NA,"Male","65+","postgraduate","August","2013","Kaiser"
NA,"CA","Hispanic","$40,000-$75,000","Female","45-64","high school graduate","August","2013","Kaiser"
1,"CA","White",NA,"Female","65+","some college","August","2013","Kaiser"
1,"WA","White","$20,000-$40,000","Female","65+","some college","August","2013","Kaiser"
1,"CA","White","$20,000-$40,000","Female","65+","high school graduate","August","2013","Kaiser"
NA,"CA",NA,"less than $20,000","Female","30-44","college graduate","August","2013","Kaiser"
1,"CA",NA,"$75,000+","Male","45-64","some college","August","2013","Kaiser"
0,"WA","White","$20,000-$40,000","Female","45-64","some college","August","2013","Kaiser"
0,"CA","White","$75,000+","Female","30-44","postgraduate","August","2013","Kaiser"
1,"NV","White","$75,000+","Female","45-64","college graduate","August","2013","Kaiser"
0,"CA","White","$75,000+","Male","45-64","postgraduate","August","2013","Kaiser"
0,"NY","White","$40,000-$75,000","Male","45-64","some college","August","2013","Kaiser"
0,"FL","Hispanic","less than $20,000","Female","30-44","high school graduate","August","2013","Kaiser"
NA,"NY","White","$40,000-$75,000","Female","65+","college graduate","August","2013","Kaiser"
1,"CT","White","less than $20,000","Female","65+","high school graduate","August","2013","Kaiser"
NA,"PA","White","$20,000-$40,000","Male","65+","high school graduate","August","2013","Kaiser"
1,"NC","White",NA,"Female","65+","college graduate","August","2013","Kaiser"
1,"NJ","White","$40,000-$75,000","Female","45-64","postgraduate","August","2013","Kaiser"
0,"NC","White","$40,000-$75,000","Male","45-64","some college","August","2013","Kaiser"
0,"NJ","White","$20,000-$40,000","Female","65+","postgraduate","August","2013","Kaiser"
NA,"FL","White","less than $20,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"MI","Other",NA,"Male","45-64","college graduate","August","2013","Kaiser"
0,"NY","White","$75,000+","Female","45-64","postgraduate","August","2013","Kaiser"
1,"GA","White","less than $20,000","Male","65+","high school graduate","August","2013","Kaiser"
1,"NY","Hispanic","$20,000-$40,000","Male","45-64","postgraduate","August","2013","Kaiser"
0,"NY","White","$20,000-$40,000","Female","65+","some college","August","2013","Kaiser"
NA,"CT","Black","less than $20,000","Female","65+","less than a high school education","August","2013","Kaiser"
NA,"MI","White","less than $20,000","Male","45-64","less than a high school education","August","2013","Kaiser"
0,"FL","White","$75,000+","Female","45-64","some college","August","2013","Kaiser"
NA,"OH","White","$20,000-$40,000","Female","45-64","college graduate","August","2013","Kaiser"
0,"WV","White","less than $20,000","Female","45-64","high school graduate","August","2013","Kaiser"
0,"CT","White",NA,"Male","65+","high school graduate","August","2013","Kaiser"
0,"NJ","White","$20,000-$40,000","Male","65+","some college","August","2013","Kaiser"
1,"MA","White","$40,000-$75,000","Female","45-64","college graduate","August","2013","Kaiser"
0,"PA","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
0,"SC","White","$75,000+","Female","45-64","college graduate","August","2013","Kaiser"
0,"MI","White","$75,000+","Male","45-64","some college","August","2013","Kaiser"
1,"NC","White",NA,"Female","65+","some college","August","2013","Kaiser"
1,"IL","White","$75,000+","Female","45-64","college graduate","August","2013","Kaiser"
0,"VA","White","$20,000-$40,000","Female","65+","some college","August","2013","Kaiser"
NA,"PA","White","$40,000-$75,000","Female","45-64","high school graduate","August","2013","Kaiser"
1,"PA","White","$20,000-$40,000","Male","65+","postgraduate","August","2013","Kaiser"
1,"NJ","Black",NA,"Male","65+","high school graduate","August","2013","Kaiser"
0,"NC","White","$75,000+","Female","45-64","some college","August","2013","Kaiser"
1,"VT","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
NA,"OH","White","$40,000-$75,000","Male","65+","some college","August","2013","Kaiser"
1,"UT","White","$40,000-$75,000","Male","45-64","some college","August","2013","Kaiser"
1,"MS","White","$20,000-$40,000","Male","65+","high school graduate","August","2013","Kaiser"
1,"AZ","White","$75,000+","Female","45-64","postgraduate","August","2013","Kaiser"
1,"IL","White","$40,000-$75,000","Female","18-29","some college","August","2013","Kaiser"
NA,"CO","White",NA,"Female","65+","college graduate","August","2013","Kaiser"
1,"NJ","Black","$40,000-$75,000","Female","30-44","college graduate","August","2013","Kaiser"
NA,"TX","Black","less than $20,000","Female","30-44","college graduate","August","2013","Kaiser"
1,"IL","Black","$20,000-$40,000","Male","45-64","some college","August","2013","Kaiser"
1,"TX","Hispanic","less than $20,000","Female","45-64","high school graduate","August","2013","Kaiser"
0,"UT","White","$75,000+","Male","30-44","college graduate","August","2013","Kaiser"
NA,"MI","Hispanic","$20,000-$40,000","Male","45-64","some college","August","2013","Kaiser"
1,"NY","White","$20,000-$40,000","Male","45-64","high school graduate","August","2013","Kaiser"
0,"PA","White","$75,000+","Male","45-64","some college","August","2013","Kaiser"
1,"UT","White","$75,000+","Female","65+","some college","August","2013","Kaiser"
1,"UT","White","$40,000-$75,000","Male","65+","high school graduate","August","2013","Kaiser"
0,"PA","White","$40,000-$75,000","Male","65+","some college","August","2013","Kaiser"
0,"TX","White","$75,000+","Female","45-64","college graduate","August","2013","Kaiser"
NA,"GA","White","$40,000-$75,000","Male","45-64","high school graduate","August","2013","Kaiser"
0,"SC","White","$40,000-$75,000","Male","65+","less than a high school education","August","2013","Kaiser"
1,"TX","Hispanic","less than $20,000","Female","30-44","less than a high school education","August","2013","Kaiser"
1,"CT","Black","$75,000+","Female","65+","some college","August","2013","Kaiser"
0,"FL","White","$40,000-$75,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"FL","White","$40,000-$75,000","Female","65+","postgraduate","August","2013","Kaiser"
0,"CT","White","$40,000-$75,000","Female","45-64","high school graduate","August","2013","Kaiser"
1,"NY","Black","$40,000-$75,000","Female","65+","some college","August","2013","Kaiser"
0,"NY","White","less than $20,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"VA","White","$40,000-$75,000","Female","45-64","some college","August","2013","Kaiser"
0,"VA","White",NA,"Male","65+","some college","August","2013","Kaiser"
0,"KY","White",NA,"Female","45-64","high school graduate","August","2013","Kaiser"
NA,"MA","White","$20,000-$40,000","Female","30-44","some college","August","2013","Kaiser"
0,"OH","White","$20,000-$40,000","Female","45-64","high school graduate","August","2013","Kaiser"
0,"VA","Other","$40,000-$75,000","Female","30-44","some college","August","2013","Kaiser"
1,"OH","Hispanic","less than $20,000","Female","18-29","less than a high school education","August","2013","Kaiser"
1,"PA","White",NA,"Male","45-64","college graduate","August","2013","Kaiser"
0,"MD","White","$75,000+","Female","45-64","some college","August","2013","Kaiser"
NA,"VA","White","less than $20,000","Female","65+","less than a high school education","August","2013","Kaiser"
0,"GA","White","$40,000-$75,000","Male","65+","high school graduate","August","2013","Kaiser"
0,"TX","White","$75,000+","Female","45-64","high school graduate","August","2013","Kaiser"
1,"TX","White","$40,000-$75,000","Male","65+","postgraduate","August","2013","Kaiser"
1,"WI","White","$75,000+","Female","65+","college graduate","August","2013","Kaiser"
1,"GA","White","$75,000+","Male","65+","postgraduate","August","2013","Kaiser"
0,"MN","Other","$40,000-$75,000","Male","30-44","college graduate","August","2013","Kaiser"
0,"AL","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
0,"NY","White","$20,000-$40,000","Female","65+","some college","August","2013","Kaiser"
1,"TX","Hispanic","$20,000-$40,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"NJ","White","$40,000-$75,000","Female","45-64","some college","August","2013","Kaiser"
1,"PA",NA,"less than $20,000","Female",NA,"high school graduate","August","2013","Kaiser"
1,"VT","White","$20,000-$40,000","Male","65+","postgraduate","August","2013","Kaiser"
0,"TX","White","$20,000-$40,000","Female","65+","college graduate","August","2013","Kaiser"
1,"ID","White","$40,000-$75,000","Female","45-64","some college","August","2013","Kaiser"
1,"OH","Black","$40,000-$75,000","Male","65+","high school graduate","August","2013","Kaiser"
NA,"VT","White","less than $20,000","Female","65+","high school graduate","August","2013","Kaiser"
1,"NY","Hispanic","$75,000+","Female","30-44","college graduate","August","2013","Kaiser"
0,"NY","White",NA,"Female","45-64","some college","August","2013","Kaiser"
1,"KY","White","$75,000+","Female","45-64","some college","August","2013","Kaiser"
1,"NC","Black","$75,000+","Female","30-44","high school graduate","August","2013","Kaiser"
1,"WY","White","less than $20,000","Female","30-44","high school graduate","August","2013","Kaiser"
0,"IA","White","$75,000+","Female","30-44","some college","August","2013","Kaiser"
0,"MI","Black","$40,000-$75,000","Female","45-64","postgraduate","August","2013","Kaiser"
0,"AR","White",NA,"Female","65+","some college","August","2013","Kaiser"
0,"IA","White","$75,000+","Female","30-44","college graduate","August","2013","Kaiser"
0,"KY","White","$75,000+","Female","65+","postgraduate","August","2013","Kaiser"
0,"NC","White","$75,000+","Female","45-64","postgraduate","August","2013","Kaiser"
0,"AZ","White","less than $20,000","Male","45-64","some college","August","2013","Kaiser"
0,"NH","White","$75,000+","Male","30-44","college graduate","August","2013","Kaiser"
0,"WA","White","$75,000+","Female","45-64","some college","August","2013","Kaiser"
1,"AZ","White","$75,000+","Female","30-44","postgraduate","August","2013","Kaiser"
1,"CA","Black","$20,000-$40,000","Male","18-29","high school graduate","August","2013","Kaiser"
1,"WA","White","$20,000-$40,000","Female","30-44","college graduate","August","2013","Kaiser"
1,"CA","Black",NA,"Female","45-64","some college","August","2013","Kaiser"
NA,"WA","White","$75,000+","Male","30-44","high school graduate","August","2013","Kaiser"
0,"WA","White","$40,000-$75,000","Female","65+","college graduate","August","2013","Kaiser"
1,"CA","Hispanic",NA,"Female","45-64","postgraduate","August","2013","Kaiser"
1,"ID","White","$40,000-$75,000","Female","65+","college graduate","August","2013","Kaiser"
0,"CA","White","$75,000+","Male","45-64","some college","August","2013","Kaiser"
0,"WA","White","$20,000-$40,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Male","65+","some college","August","2013","Kaiser"
NA,"OR","White","less than $20,000","Male","30-44","some college","August","2013","Kaiser"
NA,"CA","Hispanic",NA,"Female","30-44","less than a high school education","August","2013","Kaiser"
0,"WA","White","$75,000+","Female","45-64","high school graduate","August","2013","Kaiser"
1,"WA","White","$75,000+","Male","45-64","postgraduate","August","2013","Kaiser"
1,"OR","White","$75,000+","Female","45-64","postgraduate","August","2013","Kaiser"
1,"CA","Hispanic","$20,000-$40,000","Female","18-29","college graduate","August","2013","Kaiser"
1,"CA","White","$40,000-$75,000","Female","65+","postgraduate","August","2013","Kaiser"
1,"CA","White","$20,000-$40,000","Female","45-64","postgraduate","August","2013","Kaiser"
0,"CA","White",NA,"Female","30-44","college graduate","August","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Male","65+","high school graduate","August","2013","Kaiser"
1,"IN","White","$75,000+","Male","65+","postgraduate","August","2013","Kaiser"
1,"MA","Other","$75,000+","Male","30-44","postgraduate","August","2013","Kaiser"
1,"RI","White","$40,000-$75,000","Male","45-64","college graduate","August","2013","Kaiser"
1,"FL","Black","$20,000-$40,000","Female","65+","high school graduate","August","2013","Kaiser"
1,"VA","White","$75,000+","Female","45-64","postgraduate","August","2013","Kaiser"
0,"GA","Black","$75,000+","Male","45-64","postgraduate","August","2013","Kaiser"
NA,"WV","White","$40,000-$75,000","Male","45-64","postgraduate","August","2013","Kaiser"
0,"MI","White","$75,000+","Female","65+","postgraduate","August","2013","Kaiser"
0,"GA","White","$75,000+","Female","45-64","postgraduate","August","2013","Kaiser"
1,"NY",NA,"$20,000-$40,000","Male","45-64","some college","August","2013","Kaiser"
1,"TN","White","$20,000-$40,000","Female","45-64","some college","August","2013","Kaiser"
1,"MN","White","$20,000-$40,000","Female","65+","high school graduate","August","2013","Kaiser"
1,"IL","White","$20,000-$40,000","Female","65+","college graduate","August","2013","Kaiser"
1,"WI","White",NA,"Female","45-64","postgraduate","August","2013","Kaiser"
1,"TX","White","$40,000-$75,000","Female","65+","some college","August","2013","Kaiser"
0,"AL","White","$75,000+","Female","65+","college graduate","August","2013","Kaiser"
NA,"LA","White","$75,000+","Male","30-44","high school graduate","August","2013","Kaiser"
1,"KS","Hispanic","$20,000-$40,000","Female","30-44","high school graduate","August","2013","Kaiser"
1,"WI","White","$40,000-$75,000","Female","65+","some college","August","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Female","65+","some college","August","2013","Kaiser"
NA,"MN","White","$40,000-$75,000","Female","65+","some college","August","2013","Kaiser"
0,"ME","White","$20,000-$40,000","Male","65+","high school graduate","August","2013","Kaiser"
0,"SD","White","less than $20,000","Female","45-64","college graduate","August","2013","Kaiser"
1,"SD","White","$40,000-$75,000","Female","65+","some college","August","2013","Kaiser"
NA,"TX","White",NA,"Female","65+","college graduate","August","2013","Kaiser"
1,"UT","White",NA,"Female","45-64","college graduate","August","2013","Kaiser"
NA,"ID","White","less than $20,000","Female","65+","less than a high school education","August","2013","Kaiser"
1,"WA","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
0,"CA","White",NA,"Female","30-44","college graduate","August","2013","Kaiser"
NA,"MS","Black","$75,000+","Female","65+","college graduate","August","2013","Kaiser"
NA,"CA","White","$40,000-$75,000","Female","65+","high school graduate","August","2013","Kaiser"
NA,"TX","Hispanic","$20,000-$40,000","Male","45-64","less than a high school education","August","2013","Kaiser"
0,"MO","White","$75,000+","Male","65+","college graduate","August","2013","Kaiser"
NA,"CO","White",NA,"Male","18-29","high school graduate","August","2013","Kaiser"
0,"GA","White","less than $20,000","Female","65+","less than a high school education","August","2013","Kaiser"
NA,"OH","White","less than $20,000","Female","65+","high school graduate","August","2013","Kaiser"
1,"NY",NA,"less than $20,000","Male","45-64","some college","August","2013","Kaiser"
1,"PA","White",NA,"Male","45-64","postgraduate","August","2013","Kaiser"
0,"NC","White","$75,000+","Male","65+","postgraduate","August","2013","Kaiser"
NA,"PA","White","$20,000-$40,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"FL","White","$75,000+","Female","45-64","college graduate","August","2013","Kaiser"
0,"MD","White","$75,000+","Female","45-64","college graduate","August","2013","Kaiser"
1,"GA","Black","$40,000-$75,000","Male","65+","high school graduate","August","2013","Kaiser"
NA,"PA","White","$20,000-$40,000","Female","65+","high school graduate","August","2013","Kaiser"
1,"MA","White","$75,000+","Male","18-29","high school graduate","August","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Male","65+","college graduate","August","2013","Kaiser"
NA,"IL","Black","less than $20,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"MO","White","$20,000-$40,000","Female","45-64","high school graduate","August","2013","Kaiser"
1,"NY","White","$40,000-$75,000","Female","45-64","postgraduate","August","2013","Kaiser"
0,"CO","White","$75,000+","Female","45-64","college graduate","August","2013","Kaiser"
0,"CT","White","$40,000-$75,000","Female","65+","high school graduate","August","2013","Kaiser"
1,"MI","White","less than $20,000","Female","18-29","less than a high school education","August","2013","Kaiser"
0,"NY","White","$40,000-$75,000","Male","45-64","high school graduate","August","2013","Kaiser"
0,"AZ","White","$20,000-$40,000","Female","65+","high school graduate","August","2013","Kaiser"
1,"AZ","White","$75,000+","Female","45-64","some college","August","2013","Kaiser"
NA,"AZ","Black",NA,"Male","65+","high school graduate","August","2013","Kaiser"
NA,"KY","White","$20,000-$40,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Male","65+","college graduate","August","2013","Kaiser"
1,"GA","Hispanic","$20,000-$40,000","Female","30-44","high school graduate","August","2013","Kaiser"
0,"NJ","White",NA,"Male","45-64","postgraduate","August","2013","Kaiser"
0,"IL","Hispanic","less than $20,000","Male","45-64","college graduate","August","2013","Kaiser"
0,"PA","White","less than $20,000","Female","45-64","high school graduate","August","2013","Kaiser"
0,"MN","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
0,"TX","Hispanic","less than $20,000","Female","30-44","less than a high school education","August","2013","Kaiser"
1,"OK","Black","$75,000+","Male","65+","postgraduate","August","2013","Kaiser"
1,"IL","Hispanic","$75,000+","Female","30-44","postgraduate","August","2013","Kaiser"
NA,"IL","White","$20,000-$40,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"OH","White","less than $20,000","Female","45-64","college graduate","August","2013","Kaiser"
1,"IN","White","$75,000+","Female","18-29","high school graduate","August","2013","Kaiser"
0,"NC","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
0,"NC","White","less than $20,000","Female","45-64","some college","August","2013","Kaiser"
0,"MI","White","less than $20,000","Female","65+","some college","August","2013","Kaiser"
0,"VT","White",NA,"Male","45-64","less than a high school education","August","2013","Kaiser"
0,"TX","Hispanic","less than $20,000","Male","45-64","less than a high school education","August","2013","Kaiser"
1,"NJ",NA,NA,"Female","65+","some college","August","2013","Kaiser"
0,"PA","White","$20,000-$40,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"PA",NA,NA,"Female","65+","high school graduate","August","2013","Kaiser"
1,"TX","Hispanic",NA,"Female","65+","less than a high school education","August","2013","Kaiser"
1,"IN","White","$40,000-$75,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"MD","White","$20,000-$40,000","Female","30-44","high school graduate","August","2013","Kaiser"
1,"MA","White",NA,"Male","45-64","postgraduate","August","2013","Kaiser"
0,"NC","White","$40,000-$75,000","Female","30-44","some college","August","2013","Kaiser"
1,"NY",NA,NA,"Female","65+","college graduate","August","2013","Kaiser"
1,"MA","White","$75,000+","Female","45-64","some college","August","2013","Kaiser"
0,"OH","White","$75,000+","Female","45-64","college graduate","August","2013","Kaiser"
NA,"FL","Hispanic","$20,000-$40,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"FL","White","less than $20,000","Female","65+","some college","August","2013","Kaiser"
NA,"NY","Other","$40,000-$75,000","Male","45-64","college graduate","August","2013","Kaiser"
0,"NJ","Black","$40,000-$75,000","Female","65+","postgraduate","August","2013","Kaiser"
1,"IN","White","$20,000-$40,000","Male","45-64","less than a high school education","August","2013","Kaiser"
1,"OH","White","$20,000-$40,000","Female","45-64","high school graduate","August","2013","Kaiser"
0,"MI","White","$40,000-$75,000","Female","45-64","some college","August","2013","Kaiser"
1,"GA","Black","$75,000+","Male","45-64","postgraduate","August","2013","Kaiser"
0,"WV","White","$40,000-$75,000","Male","18-29","some college","August","2013","Kaiser"
NA,"VA","White","less than $20,000","Female","65+","some college","August","2013","Kaiser"
1,"VA","White","$75,000+","Female","65+","college graduate","August","2013","Kaiser"
0,"IN","White","$20,000-$40,000","Female","45-64","high school graduate","August","2013","Kaiser"
NA,"NJ","Hispanic","$75,000+","Male","65+","postgraduate","August","2013","Kaiser"
0,"OH","White","$75,000+","Male","65+","college graduate","August","2013","Kaiser"
0,"MI","White",NA,"Male","45-64","college graduate","August","2013","Kaiser"
0,"CT","White","$40,000-$75,000","Male","45-64","high school graduate","August","2013","Kaiser"
0,"NY",NA,NA,"Male",NA,"postgraduate","August","2013","Kaiser"
0,"NJ","White",NA,"Female","65+","some college","August","2013","Kaiser"
NA,"PA","White","$20,000-$40,000","Female","30-44","some college","August","2013","Kaiser"
0,"TX","White","$75,000+","Male","65+","postgraduate","August","2013","Kaiser"
0,"AL","Other","less than $20,000","Male","65+","postgraduate","August","2013","Kaiser"
0,"MI","White","$20,000-$40,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"IL","White","less than $20,000","Female","65+","high school graduate","August","2013","Kaiser"
NA,"LA","White","$40,000-$75,000","Male","45-64","some college","August","2013","Kaiser"
0,"OH",NA,"$40,000-$75,000","Male","45-64","high school graduate","August","2013","Kaiser"
1,"FL","Black","less than $20,000","Female","65+","some college","August","2013","Kaiser"
NA,"IL","Other","$75,000+","Female","18-29","college graduate","August","2013","Kaiser"
0,"KY","White","less than $20,000","Male","45-64","high school graduate","August","2013","Kaiser"
1,"CA","Hispanic","$75,000+","Male","45-64","high school graduate","August","2013","Kaiser"
1,"WI","White","$75,000+","Male","45-64","postgraduate","August","2013","Kaiser"
NA,"CA","Hispanic","less than $20,000","Female","65+","less than a high school education","August","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Female","30-44","some college","August","2013","Kaiser"
0,"NC","White","$20,000-$40,000","Female","45-64","high school graduate","August","2013","Kaiser"
1,"NY","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
1,"CA","Hispanic","$20,000-$40,000","Female","30-44","less than a high school education","August","2013","Kaiser"
NA,"CA","Hispanic","less than $20,000","Female","30-44","less than a high school education","August","2013","Kaiser"
1,"MA","White","$75,000+","Female","45-64","postgraduate","August","2013","Kaiser"
0,"PA",NA,"$75,000+","Male","45-64","some college","August","2013","Kaiser"
NA,"NJ","White",NA,"Female","65+","some college","August","2013","Kaiser"
1,"VT","White","less than $20,000","Female","45-64","some college","August","2013","Kaiser"
0,"OH","White","$20,000-$40,000","Female","65+","high school graduate","August","2013","Kaiser"
1,"NY","White","$40,000-$75,000","Female","30-44","postgraduate","August","2013","Kaiser"
NA,"TN","White",NA,"Female","65+","less than a high school education","August","2013","Kaiser"
0,"MO","White","$20,000-$40,000","Female","65+","some college","August","2013","Kaiser"
1,"WI","White","$20,000-$40,000","Male","65+","college graduate","August","2013","Kaiser"
0,"FL","White","$75,000+","Female","45-64","college graduate","August","2013","Kaiser"
0,"NC","White",NA,"Female","45-64","high school graduate","August","2013","Kaiser"
NA,"FL","White",NA,"Male","18-29","some college","August","2013","Kaiser"
0,"FL","White","less than $20,000","Female","65+","postgraduate","August","2013","Kaiser"
1,"MN","White","$40,000-$75,000","Female","45-64","some college","August","2013","Kaiser"
NA,"WA","White","less than $20,000","Female","65+","high school graduate","August","2013","Kaiser"
NA,"CA","Black","$40,000-$75,000","Female","18-29","high school graduate","August","2013","Kaiser"
1,"NV","White","$75,000+","Male","30-44","some college","August","2013","Kaiser"
NA,"MO",NA,NA,"Female","45-64","some college","August","2013","Kaiser"
0,"CA",NA,NA,"Male","45-64","college graduate","August","2013","Kaiser"
NA,"WA","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
1,"RI","Black","less than $20,000","Male","45-64","less than a high school education","August","2013","Kaiser"
0,"TX","Hispanic","$75,000+","Male","45-64","less than a high school education","August","2013","Kaiser"
1,"MO","White","$40,000-$75,000","Female","45-64","some college","August","2013","Kaiser"
NA,"CA","White","$40,000-$75,000","Female","65+","less than a high school education","August","2013","Kaiser"
1,"OR","White","$75,000+","Female","30-44","some college","August","2013","Kaiser"
0,"WI","White","less than $20,000","Male","65+","some college","August","2013","Kaiser"
1,"CA","White",NA,"Male","65+","college graduate","August","2013","Kaiser"
1,"TX","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
1,"IL","White","$40,000-$75,000","Female","65+","postgraduate","August","2013","Kaiser"
0,"AR","White","$75,000+","Male","45-64","high school graduate","August","2013","Kaiser"
1,"CA","Black",NA,"Male","18-29","high school graduate","August","2013","Kaiser"
1,"OR","White",NA,"Male","65+","postgraduate","August","2013","Kaiser"
NA,"NM","White","less than $20,000","Female","30-44","some college","August","2013","Kaiser"
0,"KS","White","$40,000-$75,000","Female","30-44","college graduate","August","2013","Kaiser"
1,"IL","Hispanic","$40,000-$75,000","Female","30-44","postgraduate","August","2013","Kaiser"
1,"CA","White","$75,000+","Male","30-44","high school graduate","August","2013","Kaiser"
0,"WA","White","less than $20,000","Male","18-29","high school graduate","August","2013","Kaiser"
1,"CA","White","$40,000-$75,000","Female","65+","postgraduate","August","2013","Kaiser"
1,"OR","White","$40,000-$75,000","Female","45-64","some college","August","2013","Kaiser"
0,"CA","White",NA,"Female","45-64","college graduate","August","2013","Kaiser"
0,"CA","White","$75,000+","Female","65+","some college","August","2013","Kaiser"
1,"CA","Black","$75,000+","Male","30-44","college graduate","August","2013","Kaiser"
1,"PA","White","$40,000-$75,000","Female","18-29","some college","August","2013","Kaiser"
0,"PA","White",NA,"Female","45-64","college graduate","August","2013","Kaiser"
0,"LA","White","$75,000+","Female","30-44","college graduate","August","2013","Kaiser"
0,"IN","White","$40,000-$75,000","Female","45-64","high school graduate","August","2013","Kaiser"
NA,"VA","Other","$75,000+","Male","45-64","postgraduate","August","2013","Kaiser"
1,"TX","Black",NA,"Female","45-64","some college","August","2013","Kaiser"
0,"CA","White","$75,000+","Male","45-64","some college","August","2013","Kaiser"
NA,"AZ","White","$75,000+","Female","30-44","college graduate","August","2013","Kaiser"
1,"OH","Other","less than $20,000","Female","45-64","college graduate","August","2013","Kaiser"
0,"NJ","White","$75,000+","Female","45-64","postgraduate","August","2013","Kaiser"
0,"NY","White","$20,000-$40,000","Male","65+","postgraduate","August","2013","Kaiser"
1,"AZ","Other","$75,000+","Female","18-29","some college","August","2013","Kaiser"
1,"MA","White",NA,"Female","65+","some college","August","2013","Kaiser"
1,"CA","White","$40,000-$75,000","Male","45-64","college graduate","August","2013","Kaiser"
0,"NC","White","$75,000+","Male","65+","college graduate","August","2013","Kaiser"
0,"AZ","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
1,"DE","Other","less than $20,000","Female","45-64","college graduate","August","2013","Kaiser"
1,"CO","Other",NA,"Female","30-44","postgraduate","August","2013","Kaiser"
0,"VA","White",NA,"Female","65+","some college","August","2013","Kaiser"
0,"TN","White","$75,000+","Female","30-44","some college","August","2013","Kaiser"
0,"MI","Black","$40,000-$75,000","Female","45-64","some college","August","2013","Kaiser"
1,"CA","White","$40,000-$75,000","Female","65+","college graduate","August","2013","Kaiser"
0,"FL","White",NA,"Male","45-64","some college","August","2013","Kaiser"
1,"PA","White","$75,000+","Male","65+","some college","August","2013","Kaiser"
1,"NH","White","$40,000-$75,000","Female","65+","postgraduate","August","2013","Kaiser"
