"aca.fav","state","race","income","sex","age","education","month","year","polling.org"
1,"MN","White","$40,000-$75,000","Female","45-64","some college","August","2013","Kaiser"
0,"NC","White","less than $20,000","Female","45-64","high school graduate","August","2013","Kaiser"
0,"IA","White","$20,000-$40,000","Female","45-64","high school graduate","August","2013","Kaiser"
1,"CA","White","$75,000+","Male","65+","postgraduate","August","2013","Kaiser"
NA,"WA","White","$20,000-$40,000","Female","65+","college graduate","August","2013","Kaiser"
0,"OH","White","$75,000+","Male","30-44","some college","August","2013","Kaiser"
0,"WA","Hispanic","less than $20,000","Female","45-64","high school graduate","August","2013","Kaiser"
1,"MA","White","$20,000-$40,000","Female","45-64","high school graduate","August","2013","Kaiser"
0,"NJ","White","less than $20,000","Male","45-64","college graduate","August","2013","Kaiser"
0,"NJ","White","$75,000+","Male","65+","college graduate","August","2013","Kaiser"
1,"CA","White","$75,000+","Female","45-64","college graduate","August","2013","Kaiser"
1,"TX","White","$75,000+","Female","30-44","college graduate","August","2013","Kaiser"
1,"CA","White",NA,"Female","65+","college graduate","August","2013","Kaiser"
1,"FL","Black","$20,000-$40,000","Female","45-64","high school graduate","August","2013","Kaiser"
0,"CA","White",NA,"Female","45-64","college graduate","August","2013","Kaiser"
0,"NY","White","$75,000+","Female","30-44","postgraduate","August","2013","Kaiser"
1,"MS","Other","$75,000+","Male","30-44","postgraduate","August","2013","Kaiser"
0,"SC","White","$40,000-$75,000","Female","65+","postgraduate","August","2013","Kaiser"
1,"NC","White","$75,000+","Male","45-64","postgraduate","August","2013","Kaiser"
1,"CA","White","$40,000-$75,000","Male","45-64","some college","August","2013","Kaiser"
1,"OH","Black","$75,000+","Female","45-64","postgraduate","August","2013","Kaiser"
0,"VA","White","$20,000-$40,000","Female","65+","some college","August","2013","Kaiser"
1,"CA","White","$75,000+","Male","45-64","postgraduate","August","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Male","65+","college graduate","August","2013","Kaiser"
1,"MO","Black","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
1,"OR","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
0,"NC","White","$20,000-$40,000","Female","45-64","some college","August","2013","Kaiser"
1,"CA","White","$75,000+","Male","65+","postgraduate","August","2013","Kaiser"
0,"CA","White","$75,000+","Female","65+","postgraduate","August","2013","Kaiser"
1,"NY","White","$40,000-$75,000","Female","45-64","postgraduate","August","2013","Kaiser"
1,"AL","White",NA,"Male","65+","postgraduate","August","2013","Kaiser"
NA,"LA","White","$75,000+","Male","30-44","high school graduate","August","2013","Kaiser"
1,"TX","Other","$75,000+","Male","30-44","college graduate","August","2013","Kaiser"
NA,"MT","White","$40,000-$75,000","Female","45-64","less than a high school education","August","2013","Kaiser"
0,"MT","White","$40,000-$75,000","Male","45-64","college graduate","August","2013","Kaiser"
0,"GA","White",NA,"Female","65+","high school graduate","August","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Female","45-64","college graduate","August","2013","Kaiser"
0,"VA","White",NA,"Male","45-64","some college","August","2013","Kaiser"
NA,"FL","White",NA,"Female","65+","less than a high school education","August","2013","Kaiser"
0,"AL","White","$20,000-$40,000","Male","65+","some college","August","2013","Kaiser"
1,"NC","White","$20,000-$40,000","Male","45-64","high school graduate","August","2013","Kaiser"
NA,"MO","White","less than $20,000","Male","65+","high school graduate","August","2013","Kaiser"
0,"MN","White","$40,000-$75,000","Male","45-64","less than a high school education","August","2013","Kaiser"
1,"NY","White","$20,000-$40,000","Female","45-64","high school graduate","August","2013","Kaiser"
0,"LA","White","$20,000-$40,000","Male","65+","some college","August","2013","Kaiser"
0,"NY","White","$40,000-$75,000","Female","65+","some college","August","2013","Kaiser"
NA,"AR","Black","$20,000-$40,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"IL","White","$40,000-$75,000","Male","65+","high school graduate","August","2013","Kaiser"
0,"CA","White","$75,000+","Male","18-29","high school graduate","August","2013","Kaiser"
1,"CT","White","$20,000-$40,000","Female","45-64","high school graduate","August","2013","Kaiser"
1,"VA","White","$75,000+","Female","45-64","college graduate","August","2013","Kaiser"
NA,"CA","White",NA,"Female","45-64","college graduate","August","2013","Kaiser"
NA,"MN","White","$20,000-$40,000","Female","65+","some college","August","2013","Kaiser"
0,"MI","White","$20,000-$40,000","Male","45-64","high school graduate","August","2013","Kaiser"
1,"MD","Black","$75,000+","Male","18-29","college graduate","August","2013","Kaiser"
0,"NY","White","$20,000-$40,000","Male","45-64","less than a high school education","August","2013","Kaiser"
0,"UT","White","less than $20,000","Female","45-64","some college","August","2013","Kaiser"
0,"VA","White","$75,000+","Male","30-44","college graduate","August","2013","Kaiser"
NA,"CT","White",NA,"Male","65+","some college","August","2013","Kaiser"
1,"FL","Hispanic","less than $20,000","Male","65+","some college","August","2013","Kaiser"
0,"IA","White","$40,000-$75,000","Female","65+","high school graduate","August","2013","Kaiser"
1,"UT","White",NA,"Male","30-44","some college","August","2013","Kaiser"
0,"AZ",NA,"$20,000-$40,000","Male","65+","some college","August","2013","Kaiser"
0,"IL",NA,NA,"Female","45-64","some college","August","2013","Kaiser"
NA,"MO","White","$20,000-$40,000","Male","30-44","college graduate","August","2013","Kaiser"
1,"RI","Hispanic","$40,000-$75,000","Female","45-64","high school graduate","August","2013","Kaiser"
1,"MN","White","$40,000-$75,000","Male","65+","postgraduate","August","2013","Kaiser"
0,"WY","White","$40,000-$75,000","Female","45-64","some college","August","2013","Kaiser"
1,"TN","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
NA,"NY","White","less than $20,000","Female","65+","less than a high school education","August","2013","Kaiser"
0,"PA","White","$40,000-$75,000","Female","45-64","college graduate","August","2013","Kaiser"
0,"UT","White","$75,000+","Female","45-64","some college","August","2013","Kaiser"
0,"NV","White","$20,000-$40,000","Female","30-44","high school graduate","August","2013","Kaiser"
0,"OH","White","$75,000+","Male","30-44","college graduate","August","2013","Kaiser"
1,"SC","White","$75,000+","Female","30-44","postgraduate","August","2013","Kaiser"
1,"IL","Hispanic","$20,000-$40,000","Female","30-44","some college","August","2013","Kaiser"
1,"IL","Black","$40,000-$75,000","Male","45-64","some college","August","2013","Kaiser"
1,"WA","White","$40,000-$75,000","Female","30-44","some college","August","2013","Kaiser"
1,"UT","White","$20,000-$40,000","Female","45-64","some college","August","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Male","45-64","high school graduate","August","2013","Kaiser"
0,"FL","White","$40,000-$75,000","Male","65+","high school graduate","August","2013","Kaiser"
1,"NV","White",NA,"Female","65+","some college","August","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Male","65+","some college","August","2013","Kaiser"
0,"MI","White","$40,000-$75,000","Male","65+","postgraduate","August","2013","Kaiser"
1,"MD","Other","$40,000-$75,000","Female","30-44","college graduate","August","2013","Kaiser"
0,"OH","White",NA,"Male","65+","some college","August","2013","Kaiser"
0,"OH","White","$75,000+","Female","45-64","postgraduate","August","2013","Kaiser"
NA,"PA","White","$40,000-$75,000","Female","45-64","high school graduate","August","2013","Kaiser"
1,"WV","White",NA,"Female","65+","some college","August","2013","Kaiser"
0,"CA","White",NA,"Female","45-64","high school graduate","August","2013","Kaiser"
0,"ID","White","$20,000-$40,000","Male","30-44","postgraduate","August","2013","Kaiser"
1,"MT","White","$40,000-$75,000","Female","65+","some college","August","2013","Kaiser"
1,"CA","Black","$40,000-$75,000","Female","45-64","some college","August","2013","Kaiser"
0,"TX","Black","$40,000-$75,000","Female","45-64","college graduate","August","2013","Kaiser"
0,"VA","White","$75,000+","Female","30-44","college graduate","August","2013","Kaiser"
1,"MD","Black","$75,000+","Female","65+","some college","August","2013","Kaiser"
NA,"AK","White","$40,000-$75,000","Female","30-44","high school graduate","August","2013","Kaiser"
0,"ID","White",NA,"Male","65+","some college","August","2013","Kaiser"
0,"PA","White","$75,000+","Male","65+","college graduate","August","2013","Kaiser"
NA,"WY","White","$20,000-$40,000","Female","65+","some college","August","2013","Kaiser"
0,"VA","White","$75,000+","Female","45-64","some college","August","2013","Kaiser"
0,"MI","Hispanic","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
1,"CA","White","$75,000+","Female","65+","college graduate","August","2013","Kaiser"
0,"CT","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
1,"OH","Black","$40,000-$75,000","Female","45-64","high school graduate","August","2013","Kaiser"
1,"MN","White","less than $20,000","Female","65+","college graduate","August","2013","Kaiser"
0,"MD","White","$75,000+","Female","65+","postgraduate","August","2013","Kaiser"
1,"GA","White","$40,000-$75,000","Female","45-64","postgraduate","August","2013","Kaiser"
1,"OH","Black","$20,000-$40,000","Male","65+","high school graduate","August","2013","Kaiser"
0,"NC","White","$40,000-$75,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"LA","White","$75,000+","Male","45-64","postgraduate","August","2013","Kaiser"
0,"CT","White","less than $20,000","Female","45-64","college graduate","August","2013","Kaiser"
0,"IL","White","$20,000-$40,000","Male","65+","some college","August","2013","Kaiser"
0,"TX","Hispanic","$75,000+","Female","30-44","postgraduate","August","2013","Kaiser"
1,"NE","White","$75,000+","Female","45-64","postgraduate","August","2013","Kaiser"
0,"PA","White","$20,000-$40,000","Male","45-64","college graduate","August","2013","Kaiser"
0,"NJ","White","$75,000+","Female","45-64","some college","August","2013","Kaiser"
1,"TX","White","$75,000+","Female","30-44","high school graduate","August","2013","Kaiser"
0,"NY","White","$20,000-$40,000","Female","18-29","high school graduate","August","2013","Kaiser"
0,"NY","White","$40,000-$75,000","Male","45-64","some college","August","2013","Kaiser"
1,"MD","Hispanic","$20,000-$40,000","Female","18-29","high school graduate","August","2013","Kaiser"
NA,"OH","White","less than $20,000","Female","45-64","college graduate","August","2013","Kaiser"
1,"MA","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
NA,"SC","Black","less than $20,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"NY","White","$20,000-$40,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"TN","White",NA,"Female","45-64","some college","August","2013","Kaiser"
0,"SC","White","$20,000-$40,000","Male","45-64","some college","August","2013","Kaiser"
1,"TX","Black","$40,000-$75,000","Male","65+","college graduate","August","2013","Kaiser"
0,"LA","Black","$20,000-$40,000","Female","65+","postgraduate","August","2013","Kaiser"
0,"AL","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
0,"VA","White","$75,000+","Male","45-64","some college","August","2013","Kaiser"
1,"NC","Black","$20,000-$40,000","Male","45-64","high school graduate","August","2013","Kaiser"
0,"NH","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
1,"MA","White","$75,000+","Female","18-29","some college","August","2013","Kaiser"
0,"PA","White","$40,000-$75,000","Female","30-44","some college","August","2013","Kaiser"
0,"GA","White",NA,"Female","45-64","postgraduate","August","2013","Kaiser"
0,"NY","White","$40,000-$75,000","Male","45-64","college graduate","August","2013","Kaiser"
0,"PA","White","$75,000+","Male","45-64","postgraduate","August","2013","Kaiser"
0,"NY","White","$20,000-$40,000","Female","30-44","some college","August","2013","Kaiser"
NA,"PA","White",NA,"Female","65+","postgraduate","August","2013","Kaiser"
0,"NY","Hispanic","$40,000-$75,000","Male","30-44","high school graduate","August","2013","Kaiser"
1,"FL","White","$75,000+","Female","30-44","college graduate","August","2013","Kaiser"
1,"RI","White","$40,000-$75,000","Male","65+","college graduate","August","2013","Kaiser"
1,"NJ","White","$75,000+","Male","45-64","high school graduate","August","2013","Kaiser"
1,"FL","White","$40,000-$75,000","Female","45-64","college graduate","August","2013","Kaiser"
1,"MD","White","$75,000+","Female","65+","postgraduate","August","2013","Kaiser"
0,"NY","White","$20,000-$40,000","Male","65+","high school graduate","August","2013","Kaiser"
0,"PA","White","less than $20,000","Female","18-29","less than a high school education","August","2013","Kaiser"
1,"FL","White","$40,000-$75,000","Female","65+","some college","August","2013","Kaiser"
1,"PA","White","$75,000+","Female","30-44","college graduate","August","2013","Kaiser"
1,"NY","White","$75,000+","Female","45-64","some college","August","2013","Kaiser"
NA,"NY","Hispanic","$40,000-$75,000","Female","45-64","some college","August","2013","Kaiser"
0,"VA","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
1,"DC","Black","less than $20,000","Female","18-29","college graduate","August","2013","Kaiser"
0,"NJ","White","$40,000-$75,000","Male","45-64","some college","August","2013","Kaiser"
NA,"AR","White",NA,"Female","65+","less than a high school education","August","2013","Kaiser"
1,"CO","White","$75,000+","Female","30-44","postgraduate","August","2013","Kaiser"
1,"IN","Black","$40,000-$75,000","Male","30-44","some college","August","2013","Kaiser"
0,"ID","White","less than $20,000","Female","18-29","some college","August","2013","Kaiser"
1,"VA","White","$40,000-$75,000","Male","45-64","postgraduate","August","2013","Kaiser"
0,"CT","White","$75,000+","Male","65+","some college","August","2013","Kaiser"
0,"ME","White","less than $20,000","Female","18-29","high school graduate","August","2013","Kaiser"
0,"WI","Hispanic","less than $20,000","Female","18-29","some college","August","2013","Kaiser"
1,"CO","White","$40,000-$75,000","Female","30-44","some college","August","2013","Kaiser"
NA,"AZ","White","less than $20,000","Male","30-44","some college","August","2013","Kaiser"
NA,"AZ","White","$20,000-$40,000","Female","18-29","some college","August","2013","Kaiser"
0,"PA","White","$75,000+","Male","45-64","some college","August","2013","Kaiser"
0,"CO","Hispanic","$40,000-$75,000","Male","45-64","high school graduate","August","2013","Kaiser"
0,"TN","White","$40,000-$75,000","Male","30-44","college graduate","August","2013","Kaiser"
0,"TX","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
1,"IL","Black","$40,000-$75,000","Female","65+","high school graduate","August","2013","Kaiser"
NA,"CA","Hispanic","less than $20,000","Female","65+","less than a high school education","August","2013","Kaiser"
1,"WA","Hispanic","$20,000-$40,000","Male","30-44","less than a high school education","August","2013","Kaiser"
1,"CA","Black","$20,000-$40,000","Female","45-64","college graduate","August","2013","Kaiser"
NA,"TN","White","$40,000-$75,000","Male","18-29","high school graduate","August","2013","Kaiser"
1,"FL","Other","$40,000-$75,000","Male","18-29","postgraduate","August","2013","Kaiser"
1,"NC","White","$75,000+","Female","45-64","college graduate","August","2013","Kaiser"
0,"PA","White","$20,000-$40,000","Male","45-64","high school graduate","August","2013","Kaiser"
0,"WV","White","$75,000+","Male","45-64","high school graduate","August","2013","Kaiser"
0,"GA","White","$40,000-$75,000","Female","45-64","postgraduate","August","2013","Kaiser"
1,"ME","White","less than $20,000","Male","45-64","high school graduate","August","2013","Kaiser"
0,"NC","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
1,"RI","White","$40,000-$75,000","Female","30-44","some college","August","2013","Kaiser"
1,"FL","Hispanic","$20,000-$40,000","Female","30-44","less than a high school education","August","2013","Kaiser"
1,"NC","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
0,"PA","White","$40,000-$75,000","Female","45-64","college graduate","August","2013","Kaiser"
1,"VA","White","$40,000-$75,000","Female","45-64","college graduate","August","2013","Kaiser"
NA,"OH","White","$75,000+","Male","18-29","college graduate","August","2013","Kaiser"
0,"MO","White","$75,000+","Female","30-44","some college","August","2013","Kaiser"
1,"OH","White","less than $20,000","Male","30-44","some college","August","2013","Kaiser"
0,"AR","White","less than $20,000","Female","30-44","high school graduate","August","2013","Kaiser"
0,"VA","White","$40,000-$75,000","Male","45-64","some college","August","2013","Kaiser"
0,"MA","White","$75,000+","Male","18-29","some college","August","2013","Kaiser"
1,"PA","White","$75,000+","Male","65+","postgraduate","August","2013","Kaiser"
1,"IN","Other","$20,000-$40,000","Male","65+","some college","August","2013","Kaiser"
NA,"VA","White","less than $20,000","Female","65+","college graduate","August","2013","Kaiser"
0,"MN","White","$75,000+","Male","45-64","some college","August","2013","Kaiser"
0,"OH","White","$75,000+","Female","65+","some college","August","2013","Kaiser"
0,"IL","White","$40,000-$75,000","Female","45-64","high school graduate","August","2013","Kaiser"
1,"NY","White","$20,000-$40,000","Female","30-44","college graduate","August","2013","Kaiser"
1,"TX","Other","$75,000+","Male","18-29","some college","August","2013","Kaiser"
1,"LA","White","$75,000+","Male","18-29","college graduate","August","2013","Kaiser"
0,"TX",NA,NA,"Male","65+","postgraduate","August","2013","Kaiser"
1,"ID","Hispanic","$20,000-$40,000","Male","45-64","less than a high school education","August","2013","Kaiser"
1,"NM","Hispanic","$20,000-$40,000","Female","18-29","some college","August","2013","Kaiser"
NA,"IL","Other","$75,000+","Male","18-29","some college","August","2013","Kaiser"
0,"AL","White","$75,000+","Male","45-64","postgraduate","August","2013","Kaiser"
NA,"UT","Hispanic","$20,000-$40,000","Male","18-29","high school graduate","August","2013","Kaiser"
1,"KS","Black","$75,000+","Female","45-64","postgraduate","August","2013","Kaiser"
1,"UT","White","$75,000+","Female","30-44","some college","August","2013","Kaiser"
1,"OH","Black","$40,000-$75,000","Male","65+","high school graduate","August","2013","Kaiser"
0,"TX","White","$20,000-$40,000","Male","65+","college graduate","August","2013","Kaiser"
0,"IL","White","less than $20,000","Male","45-64","some college","August","2013","Kaiser"
1,"IN","White","$75,000+","Female","45-64","high school graduate","August","2013","Kaiser"
1,"MN","Hispanic","$75,000+","Male","18-29","high school graduate","August","2013","Kaiser"
1,"KY","Other","$75,000+","Male","45-64","postgraduate","August","2013","Kaiser"
NA,"AR","White","less than $20,000","Male","65+","high school graduate","August","2013","Kaiser"
1,"CA","Hispanic","$40,000-$75,000","Male","30-44","college graduate","August","2013","Kaiser"
0,"AL","White","$40,000-$75,000","Male","65+","postgraduate","August","2013","Kaiser"
1,"CO","White","$75,000+","Male","30-44","postgraduate","August","2013","Kaiser"
NA,"UT","White","$20,000-$40,000","Male","18-29","high school graduate","August","2013","Kaiser"
0,"VA","White","$75,000+","Male","30-44","some college","August","2013","Kaiser"
0,"VA","White","$75,000+","Female","65+","some college","August","2013","Kaiser"
NA,"WV","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
1,"OH","White","$40,000-$75,000","Female","45-64","some college","August","2013","Kaiser"
1,"CT","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
1,"CT","Hispanic",NA,"Male","45-64","high school graduate","August","2013","Kaiser"
1,"MA","White","$40,000-$75,000","Female","18-29","some college","August","2013","Kaiser"
0,"MI","Hispanic","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
0,"GA","White","$75,000+","Male","30-44","college graduate","August","2013","Kaiser"
1,"NC","Black","less than $20,000","Male","45-64","less than a high school education","August","2013","Kaiser"
0,"FL","White","$75,000+","Male","65+","postgraduate","August","2013","Kaiser"
1,"IA","Hispanic","$20,000-$40,000","Male","18-29","college graduate","August","2013","Kaiser"
0,"MI","White","$75,000+","Male","45-64","high school graduate","August","2013","Kaiser"
1,"PA","White","less than $20,000","Female","45-64","some college","August","2013","Kaiser"
NA,"PA","White","$40,000-$75,000","Male","18-29","college graduate","August","2013","Kaiser"
0,"TX","Hispanic",NA,"Male","30-44","less than a high school education","August","2013","Kaiser"
NA,"AL","Black","less than $20,000","Male","18-29","college graduate","August","2013","Kaiser"
0,"AL","White","less than $20,000","Female","65+","high school graduate","August","2013","Kaiser"
0,"TX","Hispanic","less than $20,000","Female","18-29","less than a high school education","August","2013","Kaiser"
1,"MN","Other","$75,000+","Male","45-64","postgraduate","August","2013","Kaiser"
NA,"AL","White","less than $20,000","Female","18-29","high school graduate","August","2013","Kaiser"
0,"TX","Hispanic","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
NA,"IL","Black","less than $20,000","Female","45-64","some college","August","2013","Kaiser"
1,"WI","White","$40,000-$75,000","Female","30-44","postgraduate","August","2013","Kaiser"
1,"IL","White","$75,000+","Male","18-29","postgraduate","August","2013","Kaiser"
1,"TN","Hispanic","less than $20,000","Female","45-64","less than a high school education","August","2013","Kaiser"
NA,"AZ","Hispanic","$20,000-$40,000","Male","18-29","college graduate","August","2013","Kaiser"
0,"TX","Black","$20,000-$40,000","Female","45-64","college graduate","August","2013","Kaiser"
1,"TX","Black","$40,000-$75,000","Female","30-44","college graduate","August","2013","Kaiser"
0,"KY","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
NA,"LA","Black","$75,000+","Male","30-44","some college","August","2013","Kaiser"
0,"WI","White","$75,000+","Male","65+","postgraduate","August","2013","Kaiser"
0,"OK","White",NA,"Male","65+","high school graduate","August","2013","Kaiser"
0,"WI","White","$75,000+","Male","45-64","less than a high school education","August","2013","Kaiser"
1,"NE","Other","$75,000+","Male","18-29","high school graduate","August","2013","Kaiser"
0,"IA","White","$75,000+","Male","45-64","postgraduate","August","2013","Kaiser"
1,"MN","White","$20,000-$40,000","Male","45-64","high school graduate","August","2013","Kaiser"
0,"WA","White","$75,000+","Male","30-44","high school graduate","August","2013","Kaiser"
0,"CA","White","$75,000+","Male","45-64","some college","August","2013","Kaiser"
1,"TX","White","$40,000-$75,000","Female","45-64","college graduate","August","2013","Kaiser"
1,"MS","White","$20,000-$40,000","Female","18-29","some college","August","2013","Kaiser"
1,"IL",NA,NA,"Male","65+",NA,"August","2013","Kaiser"
0,"TX","Black","$75,000+","Female","18-29","some college","August","2013","Kaiser"
0,"IL","Hispanic","$75,000+","Male","45-64","high school graduate","August","2013","Kaiser"
0,"TX","White","$75,000+","Female","45-64","postgraduate","August","2013","Kaiser"
0,"AR","White","$40,000-$75,000","Male","18-29","high school graduate","August","2013","Kaiser"
0,"MS","Other","$75,000+","Male","65+","college graduate","August","2013","Kaiser"
0,"WI","White","$40,000-$75,000","Male","30-44","some college","August","2013","Kaiser"
0,"ND","White","$20,000-$40,000","Female","45-64","some college","August","2013","Kaiser"
0,"TN","White","less than $20,000","Male","18-29","high school graduate","August","2013","Kaiser"
1,"MN","White",NA,"Female","65+","postgraduate","August","2013","Kaiser"
0,"AZ","White","$75,000+","Male","30-44","college graduate","August","2013","Kaiser"
1,"CO","White","$75,000+","Female","30-44","postgraduate","August","2013","Kaiser"
1,"NE","White","$40,000-$75,000","Female","45-64","some college","August","2013","Kaiser"
0,"UT","White","$20,000-$40,000","Male","18-29","some college","August","2013","Kaiser"
0,"MT","White","$40,000-$75,000","Female","65+","some college","August","2013","Kaiser"
NA,"OR","White","$40,000-$75,000","Female","65+","some college","August","2013","Kaiser"
0,"CA","White","$20,000-$40,000","Female","65+","college graduate","August","2013","Kaiser"
1,"CO","Other","$40,000-$75,000","Female","45-64","some college","August","2013","Kaiser"
NA,"CO",NA,"less than $20,000","Male","45-64","high school graduate","August","2013","Kaiser"
0,"CO","Other","$20,000-$40,000","Female","30-44","some college","August","2013","Kaiser"
1,"UT","White","$75,000+","Female","45-64","some college","August","2013","Kaiser"
0,"CO","White","$40,000-$75,000","Male","65+","high school graduate","August","2013","Kaiser"
0,"AZ","White","less than $20,000","Male","30-44","some college","August","2013","Kaiser"
1,"CA","White","$75,000+","Male","30-44","postgraduate","August","2013","Kaiser"
1,"WA","Other","$75,000+","Female","30-44","some college","August","2013","Kaiser"
NA,"NM","White","less than $20,000","Male","45-64","high school graduate","August","2013","Kaiser"
1,"CA","White","$75,000+","Male","45-64","postgraduate","August","2013","Kaiser"
0,"CO","White","$75,000+","Female","45-64","college graduate","August","2013","Kaiser"
1,"UT","White","$40,000-$75,000","Female","45-64","college graduate","August","2013","Kaiser"
0,"MT","White","$40,000-$75,000","Female","30-44","college graduate","August","2013","Kaiser"
1,"CA","White","$75,000+","Male","18-29","high school graduate","August","2013","Kaiser"
NA,"CA","White","$40,000-$75,000","Male","65+","high school graduate","August","2013","Kaiser"
1,"GA","Black",NA,"Female","18-29","college graduate","August","2013","Kaiser"
0,"ID","White","$75,000+","Female","45-64","college graduate","August","2013","Kaiser"
1,"WA","Other","$75,000+","Female","45-64","college graduate","August","2013","Kaiser"
1,"WA","White","less than $20,000","Male","18-29","high school graduate","August","2013","Kaiser"
0,"OR","White","$75,000+","Male","45-64","some college","August","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Female","65+","some college","August","2013","Kaiser"
1,"CA","Hispanic","less than $20,000","Male","30-44","less than a high school education","August","2013","Kaiser"
NA,"OH","White","less than $20,000","Female","30-44","less than a high school education","August","2013","Kaiser"
1,"NY","White","$75,000+","Female","45-64","college graduate","August","2013","Kaiser"
0,"NC","Black","less than $20,000","Female","30-44","less than a high school education","August","2013","Kaiser"
0,"VA","Hispanic","$75,000+","Male","45-64","postgraduate","August","2013","Kaiser"
0,"MI","White","$75,000+","Male","45-64","high school graduate","August","2013","Kaiser"
0,"KY","White","less than $20,000","Female","30-44","some college","August","2013","Kaiser"
0,"IN","White","$75,000+","Male","45-64","some college","August","2013","Kaiser"
1,"OH","White","$40,000-$75,000","Male","65+","college graduate","August","2013","Kaiser"
1,"TX","White","$75,000+","Female","45-64","college graduate","August","2013","Kaiser"
0,"FL","White","$40,000-$75,000","Male","65+","postgraduate","August","2013","Kaiser"
0,"WV","White","$40,000-$75,000","Female","18-29","some college","August","2013","Kaiser"
1,"MD","Black","$40,000-$75,000","Male","45-64","college graduate","August","2013","Kaiser"
1,"FL",NA,NA,"Male","30-44","postgraduate","August","2013","Kaiser"
0,"IN",NA,"$20,000-$40,000","Male","45-64","some college","August","2013","Kaiser"
NA,"MD","White","$20,000-$40,000","Male","18-29","some college","August","2013","Kaiser"
0,"MI","White","$40,000-$75,000","Male","65+","postgraduate","August","2013","Kaiser"
0,"GA","Black","$40,000-$75,000","Female","45-64","some college","August","2013","Kaiser"
0,"IN","White",NA,"Male","18-29","college graduate","August","2013","Kaiser"
1,"RI","White","$20,000-$40,000","Female","65+","less than a high school education","August","2013","Kaiser"
0,"NY","White","$75,000+","Female","65+","postgraduate","August","2013","Kaiser"
0,"GA","White","$40,000-$75,000","Male","30-44","college graduate","August","2013","Kaiser"
1,"NY","Black",NA,"Female","30-44","high school graduate","August","2013","Kaiser"
1,"WV","Black","less than $20,000","Male","45-64","less than a high school education","August","2013","Kaiser"
1,"GA","Black","$40,000-$75,000","Male","45-64","high school graduate","August","2013","Kaiser"
0,"VA","Black","$20,000-$40,000","Female","45-64","less than a high school education","August","2013","Kaiser"
0,"NC","White","$40,000-$75,000","Male","65+","some college","August","2013","Kaiser"
0,"CT","White","$40,000-$75,000","Male","18-29","some college","August","2013","Kaiser"
1,"ND","White","$20,000-$40,000","Male","18-29","some college","August","2013","Kaiser"
0,"TX","White","$75,000+","Male","30-44","some college","August","2013","Kaiser"
0,"TN",NA,"$75,000+","Male","45-64","postgraduate","August","2013","Kaiser"
NA,"GA","White","$40,000-$75,000","Female","30-44","college graduate","August","2013","Kaiser"
0,"NY","White","$75,000+","Female","45-64","some college","August","2013","Kaiser"
NA,"SC","White","$75,000+","Male","45-64","high school graduate","August","2013","Kaiser"
1,"NY","White","$40,000-$75,000","Male","18-29","college graduate","August","2013","Kaiser"
0,"MD","White","$40,000-$75,000","Male","30-44","postgraduate","August","2013","Kaiser"
1,"MA","Hispanic","$20,000-$40,000","Female","18-29","high school graduate","August","2013","Kaiser"
0,"GA","White","$20,000-$40,000","Female","65+","some college","August","2013","Kaiser"
1,"PA","White","$75,000+","Male","45-64","some college","August","2013","Kaiser"
0,"OH","White","$75,000+","Male","45-64","high school graduate","August","2013","Kaiser"
0,"NC","White","$75,000+","Male","45-64","college graduate","August","2013","Kaiser"
1,"NY","White","$20,000-$40,000","Male","30-44","postgraduate","August","2013","Kaiser"
1,"NE","White","$40,000-$75,000","Male","65+","high school graduate","August","2013","Kaiser"
0,"VA","White","$40,000-$75,000","Male","30-44","some college","August","2013","Kaiser"
1,"VA","White","$75,000+","Female","18-29","college graduate","August","2013","Kaiser"
1,"PA","White","$40,000-$75,000","Male","18-29","college graduate","August","2013","Kaiser"
0,"VA","White","$20,000-$40,000","Male","65+","some college","August","2013","Kaiser"
1,"NY","Hispanic","$20,000-$40,000","Female","45-64","less than a high school education","August","2013","Kaiser"
